bus0,bus1,voltage,s_nom,length,type,geometry,bus0_name,bus1_name,link_name
way/96722667-220,way/89817617-220,220.0,983.112,17788.34,Al/St 240/40 2-bundle 220.0,"LINESTRING (14.408781611334202 45.35480557715705, 14.408481264890062 45.36058238603781, 14.4082422 45.3637663, 14.4079525 45.3669133, 14.4091326 45.3691407, 14.4101907 45.3714726, 14.4116643 45.3715887, 14.4142677 45.37207, 14.4189723 45.3727107, 14.4230719 45.373259, 14.4271284 45.373826, 14.4301233 45.374237, 14.4357723 45.3750255, 14.4403309 45.3766664, 14.4418511 45.3775403, 14.4480528 45.3763659, 14.4509515 45.3771493, 14.4588079 45.3792966, 14.4625162 45.3803477, 14.4651937 45.3799221, 14.4681566 45.3794631, 14.4693991 45.3775676, 14.4709456 45.3751381, 14.4724394 45.3727993, 14.4760999 45.3715478, 14.4798731 45.3700212, 14.4822335 45.3690866, 14.4845938 45.3680313, 14.4866966 45.3670364, 14.4914444 45.3661597, 14.4948881 45.3656381, 14.4982033 45.3650878, 14.5023447 45.3643491, 14.5047479 45.3632862, 14.5117002 45.3601164, 14.5154017 45.3584503, 14.5180946 45.3571838, 14.5215868 45.3556119, 14.5246606 45.3542246, 14.5281797 45.3526338, 14.5305937 45.3515066, 14.5347994 45.3496066, 14.5358165 45.3491345, 14.5371222 45.3485283, 14.53893 45.3477253, 14.5436239 45.3455348, 14.5466708 45.3442831, 14.5491814 45.343069, 14.5516544 45.3419507, 14.5538327 45.3400314, 14.5560209 45.3383873, 14.558309 45.336223, 14.5605969 45.3343111, 14.5622169 45.3329233, 14.5621901 45.3318258, 14.5621578 45.3283002, 14.5621058 45.3259248, 14.5620882 45.3238984, 14.56202471405554 45.32206316401768, 14.563904567364178 45.31618459534974)",Matulji,Viskovo,Viskovo-Matulji
way/162022271-220,way/43337263-220,220.0,491.556,53026.72,Al/St 240/40 2-bundle 220.0,"LINESTRING (15.903205816155046 43.756388757532314, 15.91138867000778 43.7562446724343, 15.9116681 43.756096, 15.9153666 43.7541035, 15.9190472 43.7521568, 15.9226694 43.750207, 15.9267899 43.7494675, 15.930219 43.7488562, 15.9343662 43.748028, 15.9388873 43.7468879, 15.9433675 43.7456292, 15.9480357 43.7443969, 15.9525098 43.7432759, 15.9577248 43.7418704, 15.9627154 43.7405105, 15.96568 43.7397528, 15.9680662 43.7391474, 15.9716786 43.7381942, 15.9745446 43.7374292, 15.9797808 43.7360188, 15.9842622 43.7348486, 15.988487 43.7337155, 15.9907936 43.731718, 15.993748 43.7291323, 15.9970517 43.7263352, 15.999888 43.7239957, 16.0029912 43.7213109, 16.0061255 43.7186227, 16.0092288 43.7159633, 16.0121365 43.7134566, 16.0151547 43.7108497, 16.018284 43.7081491, 16.0217146 43.7052106, 16.0242062 43.7030764, 16.0344867 43.7016775, 16.0479297 43.6998359, 16.062551 43.6977728, 16.0674741 43.6970547, 16.0717628 43.6964977, 16.076746 43.6958189, 16.0803754 43.6953209, 16.0841976 43.694158, 16.0882409 43.6928899, 16.0952504 43.6906914, 16.1183823 43.6848295, 16.1209825 43.6826898, 16.1254071 43.6812906, 16.1334279 43.6787624, 16.1375816 43.6774833, 16.1559572 43.6717748, 16.1746028 43.6659295, 16.1772916 43.6650851, 16.1820255 43.6636056, 16.1872813 43.6619077, 16.1965663 43.6578382, 16.2004435 43.6555158, 16.2048085 43.6529744, 16.2081525 43.6511586, 16.2126182 43.6487338, 16.2158108 43.6470001, 16.2232372 43.6438644, 16.2336195 43.6409337, 16.2388025 43.6393444, 16.2510715 43.6359367, 16.2556233 43.6346481, 16.2559033 43.6345682, 16.2597588 43.6334584, 16.2632388 43.6316641, 16.2671629 43.6296397, 16.2712002 43.6275897, 16.2742496 43.6260169, 16.2786383 43.6237305, 16.2874197 43.6191998, 16.2913443 43.6171947, 16.2962714 43.614674, 16.3000796 43.6127169, 16.3046386 43.6119309, 16.3185958 43.6095025, 16.3233854 43.6086652, 16.3279473 43.6078495, 16.3324982 43.6070608, 16.3368843 43.6063527, 16.3406415 43.6065969, 16.3461876 43.6068576, 16.3493729 43.6069806, 16.3536704 43.6072648, 16.3584582 43.6074309, 16.3638044 43.6077697, 16.3674562 43.6079367, 16.3710608 43.608114, 16.3768457 43.6084256, 16.3814715 43.6087453, 16.3873392 43.6090549, 16.3923566 43.6092745, 16.3962107 43.6092683, 16.3990246 43.6092955, 16.4045292 43.6092398, 16.4095932 43.6091895, 16.4144726 43.6091384, 16.4172746 43.609109, 16.4218648 43.6091166, 16.4272071 43.6090811, 16.4321149 43.6089623, 16.4376066 43.6089687, 16.4420559 43.608967, 16.4457027 43.6089656, 16.4548809 43.6078569, 16.4605863 43.6071627, 16.4658202 43.6064978, 16.4744628 43.6055032, 16.4789616 43.6049063, 16.4817218 43.60463, 16.4868524 43.6041221, 16.4916807 43.603439, 16.493683820210315 43.602686897884794, 16.50099637767922 43.60025925825496)",Sibenik,Split,Split-Sibenik
way/737067003-220,way/43337263-220,220.0,491.556,65522.21,Al/St 240/40 2-bundle 220.0,"LINESTRING (16.100797800454718 44.06449494578801, 16.107456893724002 44.0632885564589, 16.1097595 44.0620825, 16.1138412 44.0599317, 16.1169472 44.0582659, 16.1215396 44.0558309, 16.1255924 44.0536904, 16.1296205 44.0515118, 16.1331683 44.0495832, 16.1376723 44.0473406, 16.1410962 44.0454952, 16.1467763 44.0424772, 16.1503267 44.0406368, 16.1543569 44.0385118, 16.1580562 44.0365561, 16.1603737 44.0353261, 16.1624616 44.0342019, 16.1661967 44.0322985, 16.1708036 44.0298435, 16.1746853 44.0277624, 16.1807804 44.023099, 16.1839343 44.020533, 16.1869223 44.018176, 16.1900921 44.0157383, 16.1932357 44.0132731, 16.1959825 44.0111393, 16.199051 44.0087433, 16.2023984 44.0060391, 16.2053703 44.0037201, 16.2071298 44.0023387, 16.2101393 44.0000003, 16.2129234 43.9978123, 16.2168126 43.9947673, 16.2170862 43.992363, 16.2174075 43.9887044, 16.2178372 43.983536, 16.2181591 43.9803863, 16.2184273 43.9772672, 16.2188082 43.9728933, 16.2191944 43.9693725, 16.2195377 43.9653494, 16.2198918 43.9616735, 16.22016 43.9589474, 16.220396 43.9563524, 16.2207179 43.9527146, 16.2207984 43.9504665, 16.2208091 43.9463803, 16.2208788 43.9425681, 16.2209486 43.9390453, 16.22097 43.9358584, 16.2210183 43.9320107, 16.2210666 43.927846, 16.2211095 43.9241446, 16.2211685 43.9212467, 16.2212222 43.9173208, 16.2212812 43.9137849, 16.2213294 43.9102489, 16.2213777 43.906701, 16.2213992 43.9035703, 16.2214689 43.8997244, 16.2215118 43.8961218, 16.2215762 43.8922677, 16.2216191 43.8882703, 16.2217103 43.8842339, 16.2247358 43.8808005, 16.2275093 43.8776762, 16.230567 43.874266, 16.2332384 43.8712261, 16.2381254 43.8657619, 16.2408559 43.862706, 16.2430071 43.8602886, 16.2453567 43.8575969, 16.2479691 43.8546841, 16.2507747 43.8515349, 16.2536179 43.8483278, 16.2566219 43.8449469, 16.2594367 43.8418159, 16.2596797 43.8415456, 16.2626462 43.8381794, 16.2649475 43.8356062, 16.2680321 43.8321317, 16.2710737 43.8287107, 16.2740456 43.8253902, 16.2767546 43.8223443, 16.280043 43.8199562, 16.2841253 43.8170068, 16.287183 43.8148082, 16.2901549 43.8126482, 16.2933897 43.810302, 16.2963401 43.8081732, 16.299607 43.8058035, 16.302536 43.8036897, 16.306393 43.8009218, 16.3101964 43.7981763, 16.3141822 43.7952804, 16.3181196 43.7924459, 16.3220893 43.7895493, 16.325367 43.7871793, 16.3287358 43.7847434, 16.3308548 43.7832365, 16.3343846 43.7806415, 16.3365571 43.7781399, 16.3386654 43.7756799, 16.3402774 43.7737171, 16.3425438 43.7711091, 16.3457678 43.7673481, 16.3480145 43.764687, 16.3509606 43.7612579, 16.3539004 43.7578082, 16.3565454 43.7547169, 16.3585899 43.752324, 16.3603878 43.7502144, 16.3630288 43.7475144, 16.3659209 43.7445223, 16.3686487 43.7417175, 16.371493 43.738807, 16.3741164 43.7360988, 16.3770721 43.7329549, 16.3802043 43.729734, 16.3820691 43.7278438, 16.3856107 43.724197, 16.3896601 43.719998, 16.3929657 43.7168503, 16.3986719 43.7107259, 16.4018957 43.7074386, 16.4064933 43.7059989, 16.4116056 43.7044012, 16.4166693 43.7028354, 16.4216958 43.7012376, 16.4267061 43.6997018, 16.431867 43.6981146, 16.4366788 43.6965748, 16.4412866 43.695164, 16.4462886 43.6935995, 16.4513932 43.6920029, 16.4563928 43.6904474, 16.4614729 43.6888338, 16.4664135 43.6872977, 16.4715707 43.6856953, 16.4859943 43.6812136, 16.4860208 43.6790886, 16.4861485 43.6758841, 16.4862997 43.6719574, 16.4864392 43.6694469, 16.4864845 43.6666126, 16.4865572 43.6633507, 16.4867439 43.6593226, 16.4868405 43.6559344, 16.4869917 43.652348, 16.487099 43.6488274, 16.4872428 43.6454777, 16.487378 43.6414558, 16.4875482 43.6377943, 16.4876246 43.6346528, 16.487747 43.6307483, 16.4879482 43.6267233, 16.4880635 43.6226055, 16.4881931 43.618753, 16.4891248 43.61677, 16.4900277 43.6147489, 16.4912647 43.612083, 16.4932188 43.6096378, 16.4951982 43.6071247, 16.496691759070877 43.60522323439703, 16.50099637767922 43.60025925825496)",Benkovac,Split,Split-Benkovac
way/89817617-400,way/89818719-400,400.0,1787.476,127688.34,Al/St 240/40 4-bundle 380.0,"LINESTRING (14.564190054501607 45.31636366839107, 14.566615406319215 45.32195474944265, 14.5667133 45.3220485, 14.56858 45.3222734, 14.5730286 45.3228213, 14.5761979 45.3231893, 14.5787392 45.3235082, 14.583135 45.3239956, 14.584629 45.3242287, 14.5866775 45.324461, 14.5906672 45.3249746, 14.5928491 45.3252068, 14.5962405 45.3256288, 14.5993761 45.3260245, 14.6014835 45.3262764, 14.6048889 45.3266885, 14.6084384 45.3253213, 14.610304 45.3246311, 14.6127975 45.3236924, 14.6164169 45.3223251, 14.618301 45.3216382, 14.6208643 45.3206503, 14.6235393 45.3196494, 14.6266842 45.3184554, 14.6292243 45.3175067, 14.6312712 45.316702, 14.6394263 45.3135466, 14.6429721 45.312288, 14.6481732 45.3094468, 14.6508412 45.3080838, 14.654951 45.3058661, 14.6570573 45.304759, 14.6637515 45.3009077, 14.6663005 45.2991478, 14.668485 45.2977134, 14.6715847 45.295568, 14.6770143 45.2918805, 14.681311 45.2917773, 14.6847073 45.2916958, 14.6864615 45.2916101, 14.6909783 45.291512, 14.6929953 45.2914365, 14.6956132 45.2913686, 14.6991215 45.2912629, 14.7022758 45.2914591, 14.7065459 45.2917309, 14.7102151 45.2919271, 14.7136376 45.2921384, 14.7172704 45.2923849, 14.7202573 45.2925385, 14.7230575 45.2939498, 14.7251668 45.2950038, 14.7277954 45.2962642, 14.7323766 45.2985509, 14.7330847 45.3034788, 14.7337606 45.3083383, 14.7351339 45.3101869, 14.7370437 45.31279, 14.7393503 45.3158531, 14.7407279 45.3177569, 14.7440174 45.3220996, 14.7455731 45.324242, 14.7480166 45.3273958, 14.752579 45.3296201, 14.7557479 45.3311285, 14.7579151 45.332158, 14.7662836 45.3362269, 14.769422 45.337806, 14.7760223 45.3355194, 14.7788001 45.3345874, 14.7817934 45.3335736, 14.7859484 45.3321858, 14.7903859 45.328349, 14.7949993 45.3277908, 14.8031226 45.3230575, 14.8113896 45.3181899, 14.814538 45.316336, 14.8285714 45.3161549, 14.8320368 45.3161172, 14.8358498 45.3160821, 14.8400984 45.3160066, 14.8432484 45.3182069, 14.8452268 45.3196128, 14.846911 45.3208572, 14.8499861 45.322952, 14.8497154 45.3248733, 14.8492943 45.3274542, 14.8488746 45.3296152, 14.848588 45.3313209, 14.8480774 45.3346321, 14.8475726 45.3375321, 14.8472116 45.3395103, 14.8508832 45.3424091, 14.8530189 45.3440952, 14.857543 45.3476667, 14.8596781 45.3492991, 14.8629286 45.351819, 14.8644838 45.3530287, 14.8681371 45.355901, 14.8727142 45.3594993, 14.8819967 45.3667637, 14.885105 45.3692001, 14.8891977 45.3727159, 14.8915032 45.374678, 14.893679 45.3765597, 14.8975054 45.3798688, 14.8994572 45.381554, 14.9018122 45.3835896, 14.9043717 45.3857964, 14.9059525 45.3871629, 14.9141628 45.3868211, 14.9190259 45.3866137, 14.9221263 45.3864894, 14.9237989 45.3863702, 14.9280808 45.3861955, 14.9331598 45.3859595, 14.9417571 45.3855467, 14.9438983 45.3854439, 14.949119 45.3849724, 14.95885 45.3840305, 14.9634205 45.3835595, 14.9685271 45.3843588, 14.9705176 45.3840154, 14.9712701 45.3839169, 14.971648 45.3838675, 14.974203 45.3835331, 14.9867235 45.3820449, 14.991898 45.3814608, 15.0107668 45.3794266, 15.01339 45.3797317, 15.0169362 45.3801921, 15.02036 45.3806156, 15.0238911 45.3810609, 15.0292484 45.3817555, 15.0337817 45.3822961, 15.0371399 45.3827482, 15.0411863 45.3832365, 15.0443083 45.3848416, 15.0476756 45.3866214, 15.0486707 45.3871572, 15.0518598 45.3888743, 15.0542416 45.3901477, 15.0596291 45.3903119, 15.0646164 45.3905094, 15.077042 45.3908544, 15.0809795 45.390975, 15.0840384 45.3911027, 15.0885156 45.3912435, 15.0919611 45.3906696, 15.0942491 45.3902715, 15.0964537 45.3898978, 15.098513 45.3895494, 15.1032946 45.3887304, 15.1060206 45.3883201, 15.1065229 45.3882761, 15.111149 45.3878707, 15.1226396 45.3869364, 15.1272744 45.3865671, 15.1310188 45.3862507, 15.1363188 45.3858136, 15.1415545 45.3853464, 15.150159 45.3846833, 15.1543218 45.384284, 15.1568324 45.3840602, 15.1591749 45.3839107, 15.1707799 45.3871624, 15.1755327 45.3885262, 15.191796 45.393169, 15.197139 45.3947361, 15.2038139 45.3966557, 15.2152705 45.3998964, 15.2261495 45.4022091, 15.2499998 45.4071644, 15.2539506 45.4083321, 15.2578977 45.4087942, 15.2726716 45.411932, 15.2754826 45.4136794, 15.2813115 45.417301, 15.2847933 45.4195094, 15.2882821 45.4216526, 15.2913211 45.423563, 15.2949444 45.4258406, 15.2988628 45.4283262, 15.302262 45.430447, 15.305661 45.4325907, 15.3102052 45.433899, 15.3146424 45.4351955, 15.3178903 45.4360143, 15.3221075 45.4372289, 15.3261299 45.4384065, 15.3305217 45.4396437, 15.3334667 45.4404917, 15.337071 45.4415235, 15.3419648 45.4429313, 15.3453837 45.4439022, 15.3486063 45.4465425, 15.3514806 45.4489127, 15.3542307 45.4511565, 15.3576206 45.4539342, 15.3596474 45.4555769, 15.3632506 45.4585328, 15.3667154 45.4613615, 15.3694691 45.4635339, 15.3718783 45.4656553, 15.375537 45.4686212, 15.3756066 45.4686776, 15.3783187 45.4708743, 15.3816119 45.4735787, 15.3848204 45.476202, 15.3879676 45.4787643, 15.3909097 45.4811836, 15.3933191 45.4831317, 15.396105 45.4854016, 15.3991594 45.4879032, 15.4010073 45.4894264, 15.4010667 45.491078, 15.4011264 45.4934579, 15.4012206 45.4965631, 15.4013363 45.5003763, 15.4014362 45.50367, 15.4015249 45.5065938, 15.4016142 45.5092479, 15.4017288 45.5126538, 15.401834 45.5161065, 15.4019287 45.5192124, 15.4020291 45.5219001, 15.4061974 45.523565, 15.4085311 45.5245458, 15.4127085 45.5261762, 15.4177577 45.5281468, 15.424549 45.5307398, 15.4299349 45.532987, 15.4344303 45.5347757, 15.4381087 45.5362276, 15.4428079 45.5380838, 15.4441387 45.5404682, 15.4477861 45.5470032, 15.4509741 45.5525841, 15.4521862 45.5547824, 15.4537848 45.5577273, 15.4557621 45.56105, 15.4570464 45.5633687, 15.4582265 45.5652766, 15.4601041 45.5665159, 15.4644922 45.5693475, 15.4662839 45.5704516, 15.4694596 45.5724193, 15.4732029 45.572957, 15.477355 45.5735804, 15.4789536 45.574782, 15.4817498 45.5767933, 15.4856663 45.5797295, 15.4887264 45.5819892, 15.4923753 45.5848669, 15.4958847 45.5874078, 15.4987912 45.5895968, 15.5032769 45.5911092, 15.5083399 45.5928551, 15.51348 45.5946453, 15.5180173 45.5961129, 15.5205342 45.5969595, 15.5234675 45.5989506, 15.527008 45.6012476, 15.5302696 45.6034244, 15.5340867 45.6058792, 15.5374731 45.6080637, 15.5410752 45.6104368, 15.5432029 45.6118665, 15.5471108 45.6144324, 15.5507429 45.6168304, 15.5538895 45.6188678, 15.5576355 45.621362, 15.5614714 45.623898, 15.5646661 45.6259949, 15.5698025 45.6252729, 15.5748252 45.62464, 15.5792724 45.624007, 15.584343 45.6232902, 15.589356 45.6225747, 15.5944452 45.6218942, 15.5994862 45.6212024, 15.6046624 45.6204635, 15.6098645 45.6202657, 15.6152536 45.6200468, 15.6204089 45.6198536, 15.6246063 45.6196584, 15.6281693 45.619517, 15.6315525 45.6201939, 15.6362361 45.6211108, 15.6416172 45.6221973, 15.6467343 45.6232056, 15.6515266 45.6241429, 15.6555777 45.6249666, 15.6586236 45.627544, 15.6613649 45.6298303, 15.6644718 45.6327199, 15.6677512 45.6352189, 15.6705844 45.6375715, 15.6737235 45.6402786, 15.6772903 45.6414786, 15.6810593 45.6428569, 15.6845366 45.645329, 15.6880733 45.6479845, 15.6916446 45.6505901, 15.6956463 45.6535893, 15.7005785 45.6539318, 15.7056934 45.654282, 15.7107712 45.6546392, 15.7159432 45.6550486, 15.7212523 45.6553182, 15.7261648 45.6558587, 15.7313632 45.6562357, 15.7362791 45.6565596, 15.7414194 45.656906, 15.746565 45.6573298, 15.7516978 45.6577111, 15.7565568 45.658084, 15.7610291 45.6598868, 15.7659581 45.6618709, 15.7706202 45.6638021, 15.775467 45.6657588, 15.7801582 45.6676537, 15.7850966 45.6696695, 15.789769 45.6700395, 15.7945189 45.6703831, 15.8000213 45.6708182, 15.8042657 45.6711245, 15.8094886 45.6715508, 15.8136187 45.6718571, 15.8193943 45.6723144, 15.8242472 45.6726925, 15.82976 45.6731341, 15.8345127 45.673476, 15.8392585 45.6738575, 15.8427925 45.6737659, 15.8479436 45.6736672, 15.8518948 45.6735875, 15.8550527 45.6734806, 15.85928 45.6759851, 15.86262475191258 45.67792608979252, 15.869401606746242 45.68142826573554)",Rijeka,Zagreb,Zagreb-Rijeka
way/89817617-220,way/173272584-220,220.0,491.556,55156.66,Al/St 240/40 2-bundle 220.0,"LINESTRING (14.563904567364178 45.31618459534974, 14.568773327791304 45.31171273163317, 14.5717185 45.3101962, 14.5752429 45.3084155, 14.576745 45.3076233, 14.577968 45.3055406, 14.5791686 45.3035613, 14.5805108 45.3012582, 14.5823282 45.2981731, 14.5839426 45.295363, 14.5824302 45.2940826, 14.5806867 45.292475, 14.5809723 45.2908338, 14.58251 45.2895279, 14.584643 45.287483, 14.5866949 45.286195, 14.5882162 45.2838768, 14.5897526 45.282583, 14.5912772 45.2808187, 14.5930957 45.278788, 14.5949132 45.2767322, 14.5975323 45.2735073, 14.5993025 45.2714649, 14.6018442 45.2685062, 14.6043122 45.2655762, 14.6080771 45.2611591, 14.6097287 45.2591908, 14.6111361 45.257573, 14.6127795 45.2564731, 14.6149858 45.255046, 14.6192014 45.2523192, 14.6219056 45.2506105, 14.6259277 45.2479935, 14.6287592 45.2461732, 14.6316257 45.2443113, 14.6347282 45.2422822, 14.6381484 45.2400552, 14.6422886 45.2373938, 14.645587 45.2352075, 14.6486112 45.233298, 14.6491442 45.2329552, 14.6522907 45.2304376, 14.655166 45.2281481, 14.6593664 45.2260437, 14.6632609 45.2240601, 14.6672936 45.2220249, 14.671329 45.2200209, 14.6749876 45.2181467, 14.6789197 45.2161968, 14.6830664 45.2141033, 14.6856309 45.2112878, 14.6880476 45.2087126, 14.690483 45.2060594, 14.6998037 45.1961009, 14.7018728 45.193886, 14.7070328 45.1921524, 14.7179349 45.1843058, 14.7236446 45.1801278, 14.7307484 45.1751948, 14.7516235 45.1602309, 14.7542688 45.1582335, 14.757482 45.1558692, 14.7599443 45.1540383, 14.7633507 45.1515452, 14.766505 45.1492072, 14.7698945 45.1467107, 14.7732942 45.144147, 14.7765672 45.1417463, 14.7808751 45.1404289, 14.7846691 45.1392845, 14.7881233 45.1382271, 14.7919857 45.1370236, 14.7957295 45.13587, 14.7991418 45.1348363, 14.8067749 45.1325133, 14.8105791 45.1314265, 14.845646 45.1256398, 14.8480171 45.12567, 14.8506885 45.124773, 14.8632064 45.1017236, 14.8662507 45.0952579, 14.8708879 45.0924429, 14.8743319 45.0888299, 14.8759198 45.0871521, 14.8842078 45.0783001, 14.8862012 45.0765739, 14.8883523 45.0746912, 14.894765 45.0689998, 14.8975115 45.0656543, 14.9022515 45.0600211, 14.908018 45.0529045, 14.9087154 45.0502668, 14.9091942 45.0485466, 14.9097191 45.0465882, 14.9100141 45.0455005, 14.9129382 45.0347406, 14.9137102 45.0318996, 14.9142949 45.0297803, 14.9161454 45.0229313, 14.9028185 45.0027818, 14.9113979 44.9929749, 14.9118844 44.9923815, 14.9219068 44.9796517, 14.9228862 44.9784347, 14.9334811 44.9652666, 14.931178427982337 44.94472408746401, 14.925104123459262 44.942709369849865)",Viskovo,Crikvenica,Viskovo-Crikvenica
way/173272584-220,way/273326173-220,220.0,491.556,16590.52,Al/St 240/40 2-bundle 220.0,"LINESTRING (14.925104123459262 44.942709369849865, 14.93168176012661 44.942910559436854, 14.9329626 44.9430454, 14.9358433 44.9459577, 14.93794 44.9480561, 14.9395501 44.9496516, 14.9411541 44.9513411, 14.9435627 44.9537404, 14.9453061 44.9555284, 14.946776 44.9570772, 14.9483845 44.9585605, 14.9505732 44.9607849, 14.9527243 44.9629181, 14.9541306 44.96435, 14.957268 44.9652714, 14.9591616 44.9657693, 14.9617698 44.966525, 14.9667308 44.967932, 14.9688023 44.9685212, 14.972696 44.9696427, 14.9736348 44.9699131, 14.9762803 44.9707072, 14.9783126 44.9711997, 14.9823528 44.9723429, 14.9859684 44.9733866, 14.9885197 44.974173, 14.9905953 44.9747404, 14.9934679 44.9735991, 14.9961458 44.972549, 14.9987959 44.9715484, 15.0009147 44.9707273, 15.0022096 44.9702255, 15.0046482 44.9693022, 15.0074687 44.9681631, 15.0109295 44.9669131, 15.0438459 44.973807, 15.0485666 44.9748165, 15.0569888 44.9766001, 15.0643267 44.9780887, 15.0721808 44.9797572, 15.0779207 44.9809487, 15.0830304 44.9820311, 15.0862892 44.9827017, 15.0887354 44.9832253, 15.0913173 44.9837916, 15.094464 44.9857079, 15.0980475 44.9878326, 15.100241248723936 44.98915309734984, 15.105276725972995 44.99301484758882)",Crikvenica,Ogulin,Ogulin-Crikvenica
