GEM location ID,bus_id,bus_name
L100000830034,way/293597835-765,Solapur
L100000808919,way/1143180503-765,Phalodi
L100000800664,way/1143180503-765,Phalodi
L100001042666,way/209826798-765,Indore
L100001067546,way/209826798-765,Indore
L100000800521,way/315823978-765,Kurnool
L100001067789,way/386153973-765,Dharmapuri
L100001068079,way/386153973-765,Dharmapuri
L100001041951,way/386153973-765,Dharmapuri
L100001067591,way/1143180503-765,Phalodi
L100001068105,way/1143180503-765,Phalodi
L100001068488,way/1143180503-765,Phalodi
L100001041433,way/353914865-765,Korba
L100001042405,way/353914865-765,Korba
L100001042544,way/331275940-765,Vadodara
L100001042499,way/759521252-765,Medinipur
L100001041308,way/420797421-765,Sikandarabad
L100001067555,way/420797421-765,Sikandarabad
L100000800740,way/209826798-765,Indore
L100001067864,way/315823978-765,Kurnool
L100000808920,way/311118424-765,Fatehpur
L100000800762,way/311118424-765,Fatehpur
L100001020582,way/1143180503-765,Phalodi
L100001020581,way/420797421-765,Sikandarabad
L100000808921,way/311118424-765,Fatehpur
L100000808922,way/315823978-765,Kurnool
L100001062777,way/315823978-765,Kurnool
L100001067866,way/386153973-765,Dharmapuri
L100000830036,way/386153973-765,Dharmapuri
L100001041575,way/315823978-765,Kurnool
L100001064131,way/1143180503-765,Phalodi
L100000830037,way/315823978-765,Kurnool
L100001042590,way/209826798-765,Indore
L100001042593,way/209826798-765,Indore
L100000800763,way/315823978-765,Kurnool
L100000808924,way/372701897-765,Moga
L100001020298,way/372701897-765,Moga
L100001063814,way/372701897-765,Moga
L100000800490,way/372701897-765,Moga
L100000800491,way/372701897-765,Moga
L100000830038,way/372701897-765,Moga
L100000830039,way/293597835-765,Solapur
L100000830040,way/372701897-765,Moga
L100000830041,way/372701897-765,Moga
L100000830042,way/372701897-765,Moga
L100000830043,way/372701897-765,Moga
L100000800392,way/372701897-765,Moga
L100000830044,way/372701897-765,Moga
L100000830045,way/311118424-765,Fatehpur
L100001067913,way/201845280-765,Wardha
L100001042385,way/353914865-765,Korba
L100001020567,way/1143180503-765,Phalodi
L100000830046,way/386153973-765,Dharmapuri
L100001068320,way/315823978-765,Kurnool
L100000830047,way/386153973-765,Dharmapuri
L100001041867,way/293597835-765,Solapur
L100001064340,way/315823978-765,Kurnool
L100000830085,way/386153973-765,Dharmapuri
L100001020546,way/369866141-765,Jaipur
L100000830086,way/369866141-765,Jaipur
L100000808937,way/420797421-765,Sikandarabad
L100000830074,way/1143180503-765,Phalodi
L100000830075,way/1143180503-765,Phalodi
L100000830048,way/293597835-765,Solapur
L100001041988,way/331275940-765,Vadodara
L100001042037,way/331275940-765,Vadodara
L100001067601,way/331275940-765,Vadodara
L100001067918,way/331275940-765,Vadodara
L100000830050,way/331275940-765,Vadodara
L100001068582,way/311118424-765,Fatehpur
L100000800506,way/331275940-765,Vadodara
L100000800549,way/331275940-765,Vadodara
L100000800552,way/331275940-765,Vadodara
L100000800690,way/331275940-765,Vadodara
L100000800741,way/331275940-765,Vadodara
L100001063195,way/331275940-765,Vadodara
L100001068059,way/369866141-765,Jaipur
L100001068063,way/759521252-765,Medinipur
L100001041415,way/311118424-765,Fatehpur
L100001042381,way/311118424-765,Fatehpur
L100000830051,way/315823978-765,Kurnool
L100001042327,way/420797421-765,Sikandarabad
L100001068250,way/420797421-765,Sikandarabad
L100001042095,way/201845280-765,Wardha
L100001067548,way/201845280-765,Wardha
L100001068574,way/201845280-765,Wardha
L100000800367,way/315823978-765,Kurnool
L100000800557,way/315823978-765,Kurnool
L100000808925,way/315823978-765,Kurnool
L100000800665,way/315823978-765,Kurnool
L100000800614,way/315823978-765,Kurnool
L100000808926,way/353914865-765,Korba
L100000800605,way/353914865-765,Korba
L100001042531,way/209826798-765,Indore
L100000800541,way/315823978-765,Kurnool
L100001067943,way/353914865-765,Korba
L100001041478,way/420797421-765,Sikandarabad
L100001041830,way/353914865-765,Korba
L100001067698,way/353914865-765,Korba
L100001067855,way/369866141-765,Jaipur
L100001068090,way/420797421-765,Sikandarabad
L100001042601,way/420797421-765,Sikandarabad
L100001041334,IN684-765,Rajahmundry
L100001041632,way/315823978-765,Kurnool
L100001041660,way/315823978-765,Kurnool
L100001041659,IN684-765,Rajahmundry
L100000800400,way/386153973-765,Dharmapuri
L100000800775,way/386153973-765,Dharmapuri
L100001068548,way/386153973-765,Dharmapuri
L100001041613,way/315823978-765,Kurnool
L100001063986,way/1143180503-765,Phalodi
L100001064393,way/369866141-765,Jaipur
L100001019731,way/369866141-765,Jaipur
L100000808927,way/369866141-765,Jaipur
L100000808928,way/369866141-765,Jaipur
L100000808929,way/369866141-765,Jaipur
L100000830053,way/1143180503-765,Phalodi
L100001064152,way/1143180503-765,Phalodi
L100001064144,way/369866141-765,Jaipur
L100001064147,way/369866141-765,Jaipur
L100001064148,way/369866141-765,Jaipur
L100001064150,way/369866141-765,Jaipur
L100001064153,way/1143180503-765,Phalodi
L100001064165,way/369866141-765,Jaipur
L100001064167,way/369866141-765,Jaipur
L100001064171,way/1143180503-765,Phalodi
L100001064174,way/369866141-765,Jaipur
L100001064542,way/369866141-765,Jaipur
L100001019733,way/369866141-765,Jaipur
L100001063934,way/369866141-765,Jaipur
L100001020594,way/369866141-765,Jaipur
L100000830055,way/369866141-765,Jaipur
L100001020625,way/369866141-765,Jaipur
L100001064394,way/369866141-765,Jaipur
L100001020536,way/369866141-765,Jaipur
L100001020626,way/369866141-765,Jaipur
L100001080251,way/369866141-765,Jaipur
L100001020622,way/369866141-765,Jaipur
L100001064102,way/369866141-765,Jaipur
L100001064106,way/369866141-765,Jaipur
L100001064101,way/369866141-765,Jaipur
L100001063826,way/369866141-765,Jaipur
L100001020466,way/369866141-765,Jaipur
L100001064223,way/369866141-765,Jaipur
L100001064226,way/369866141-765,Jaipur
L100001064229,way/369866141-765,Jaipur
L100001064250,way/369866141-765,Jaipur
L100001064232,way/369866141-765,Jaipur
L100001064238,way/1143180503-765,Phalodi
L100001064244,way/369866141-765,Jaipur
L100001064246,way/1143180503-765,Phalodi
L100001064256,way/369866141-765,Jaipur
L100001064259,way/369866141-765,Jaipur
L100001064262,way/369866141-765,Jaipur
L100001064264,way/369866141-765,Jaipur
L100001064265,way/369866141-765,Jaipur
L100001064284,way/369866141-765,Jaipur
L100001064268,way/369866141-765,Jaipur
L100001064272,way/369866141-765,Jaipur
L100001064281,way/369866141-765,Jaipur
L100001064283,way/369866141-765,Jaipur
L100001064285,way/369866141-765,Jaipur
L100001064286,way/369866141-765,Jaipur
L100001064289,way/369866141-765,Jaipur
L100001064290,way/369866141-765,Jaipur
L100001064291,way/369866141-765,Jaipur
L100001064298,way/369866141-765,Jaipur
L100001064294,way/369866141-765,Jaipur
L100001064295,way/369866141-765,Jaipur
L100001064296,way/369866141-765,Jaipur
L100001064297,way/369866141-765,Jaipur
L100001064299,way/369866141-765,Jaipur
L100001064306,way/369866141-765,Jaipur
L100001064308,way/369866141-765,Jaipur
L100001064309,way/369866141-765,Jaipur
L100001064311,way/369866141-765,Jaipur
L100001064323,way/369866141-765,Jaipur
L100001064316,way/369866141-765,Jaipur
L100001064318,way/369866141-765,Jaipur
L100001064321,way/369866141-765,Jaipur
L100001064322,way/369866141-765,Jaipur
L100001064326,way/369866141-765,Jaipur
L100001064328,way/369866141-765,Jaipur
L100001064220,way/369866141-765,Jaipur
L100001020623,way/331275940-765,Vadodara
L100001020628,way/369866141-765,Jaipur
L100001063828,way/369866141-765,Jaipur
L100001064098,way/369866141-765,Jaipur
L100001064100,way/369866141-765,Jaipur
L100001020501,way/369866141-765,Jaipur
L100001020401,way/369866141-765,Jaipur
L100001080726,way/369866141-765,Jaipur
L100001020627,way/369866141-765,Jaipur
L100001064549,way/369866141-765,Jaipur
L100001064552,way/369866141-765,Jaipur
L100000808931,way/369866141-765,Jaipur
L100000800493,way/369866141-765,Jaipur
L100000800494,way/369866141-765,Jaipur
L100000800495,way/369866141-765,Jaipur
L100000830056,way/369866141-765,Jaipur
L100000830057,way/369866141-765,Jaipur
L100000830058,way/369866141-765,Jaipur
L100000830059,way/369866141-765,Jaipur
L100000830060,way/369866141-765,Jaipur
L100000830062,way/369866141-765,Jaipur
L100000830063,way/369866141-765,Jaipur
L100000830064,way/369866141-765,Jaipur
L100001067719,way/369866141-765,Jaipur
L100001042069,way/369866141-765,Jaipur
L100001042070,way/369866141-765,Jaipur
L100001042071,way/1143180503-765,Phalodi
L100001068469,way/311118424-765,Fatehpur
L100000830065,way/331275940-765,Vadodara
L100001067994,way/420797421-765,Sikandarabad
L100001068360,way/420797421-765,Sikandarabad
L100001063741,way/420797421-765,Sikandarabad
L100000830066,way/420797421-765,Sikandarabad
L100000808933,way/688672711-765,Bhuj
L100000830067,way/688672711-765,Bhuj
L100001042449,way/688672711-765,Bhuj
L100001067851,way/688672711-765,Bhuj
L100001042400,way/759521252-765,Medinipur
L100001042516,way/759521252-765,Medinipur
L100000808934,way/353914865-765,Korba
L100000808935,way/353914865-765,Korba
L100001067511,way/353914865-765,Korba
L100001067518,way/353914865-765,Korba
L100001067711,way/353914865-765,Korba
L100001068305,way/353914865-765,Korba
L100000830068,way/201845280-765,Wardha
L100001042066,way/209826798-765,Indore
L100001041385,way/315823978-765,Kurnool
L100001068086,way/315823978-765,Kurnool
L100001041813,way/315823978-765,Kurnool
L100001067559,way/315823978-765,Kurnool
L100000830069,way/293597835-765,Solapur
L100001019766,way/386153973-765,Dharmapuri
L100000800607,way/315823978-765,Kurnool
L100000800608,way/315823978-765,Kurnool
L100000800700,way/315823978-765,Kurnool
L100001041553,way/315823978-765,Kurnool
L100001020453,way/315823978-765,Kurnool
L100001020455,way/315823978-765,Kurnool
L100000800542,way/386153973-765,Dharmapuri
L100001041293,way/386153973-765,Dharmapuri
L100001041328,way/386153973-765,Dharmapuri
L100001041772,way/386153973-765,Dharmapuri
L100000800582,way/386153973-765,Dharmapuri
L100001042287,way/386153973-765,Dharmapuri
L100000830070,way/315823978-765,Kurnool
L100001042314,way/386153973-765,Dharmapuri
L100000830071,way/315823978-765,Kurnool
L100001067927,IN684-765,Rajahmundry
L100000830072,way/386153973-765,Dharmapuri
L100000800448,way/386153973-765,Dharmapuri
L100001041836,way/311118424-765,Fatehpur
L100001041429,way/311118424-765,Fatehpur
L100001041990,way/311118424-765,Fatehpur
L100001067663,way/311118424-765,Fatehpur
L100001068195,way/311118424-765,Fatehpur
L100001042378,way/311118424-765,Fatehpur
L100001067594,way/420797421-765,Sikandarabad
L100001067966,way/209826798-765,Indore
L100001068298,way/209826798-765,Indore
L100001064133,way/1143180503-765,Phalodi
L100001041470,way/372701897-765,Moga
L100001067962,way/372701897-765,Moga
L100001068170,way/372701897-765,Moga
L100001041833,way/353914865-765,Korba
L100001067867,way/353914865-765,Korba
L100000800377,way/315823978-765,Kurnool
L100001067651,way/209826798-765,Indore
L100001041475,way/372701897-765,Moga
L100001041931,way/759521252-765,Medinipur
L100001042362,way/420797421-765,Sikandarabad
L100001068096,way/420797421-765,Sikandarabad
L100001041350,way/420797421-765,Sikandarabad
L100001041417,way/420797421-765,Sikandarabad
L100001042452,way/688672711-765,Bhuj
L100001068504,way/688672711-765,Bhuj
L100001041537,way/688672711-765,Bhuj
L100001041979,way/688672711-765,Bhuj
L100001042031,way/688672711-765,Bhuj
L100001041574,way/315823978-765,Kurnool
L100000830073,way/386153973-765,Dharmapuri
L100001068384,way/311118424-765,Fatehpur
L100001063939,way/1143180503-765,Phalodi
L100000830076,way/209826798-765,Indore
L100001067992,way/1143180503-765,Phalodi
L100001067993,way/1143180503-765,Phalodi
L100000800449,way/293597835-765,Solapur
L100000800572,way/1143180503-765,Phalodi
L100001041374,way/315823978-765,Kurnool
L100001041375,way/315823978-765,Kurnool
L100001041473,way/315823978-765,Kurnool
L100000830077,way/1143180503-765,Phalodi
L100001041437,way/353914865-765,Korba
L100000830078,way/1143180503-765,Phalodi
L100000830079,way/1143180503-765,Phalodi
L100001044946,way/420797421-765,Sikandarabad
L100001041269,way/315823978-765,Kurnool
L100000830080,way/386153973-765,Dharmapuri
L100001068227,way/293597835-765,Solapur
L100000808936,way/353914865-765,Korba
L100001041315,way/386153973-765,Dharmapuri
L100001068219,way/386153973-765,Dharmapuri
L100000830081,way/315823978-765,Kurnool
L100001041726,way/331275940-765,Vadodara
L100000800412,way/311118424-765,Fatehpur
L100000800609,way/311118424-765,Fatehpur
L100001067802,way/369866141-765,Jaipur
L100001042393,way/311118424-765,Fatehpur
L100000830082,way/315823978-765,Kurnool
L100001042394,way/311118424-765,Fatehpur
L100000830083,way/209826798-765,Indore
L100000830084,way/293597835-765,Solapur
L100001067622,way/420797421-765,Sikandarabad
L100001041367,way/420797421-765,Sikandarabad
L100001041467,way/420797421-765,Sikandarabad
L100001041783,way/420797421-765,Sikandarabad
L100001041786,way/420797421-765,Sikandarabad
L100001042282,way/420797421-765,Sikandarabad
L100001042651,way/420797421-765,Sikandarabad
L100001068129,way/203673991-400,Tezpur
L100000808938,way/386153973-765,Dharmapuri
L100000800679,way/1143180503-765,Phalodi
L100000800680,way/369866141-765,Jaipur
L100001062648,way/315823978-765,Kurnool
L100000800681,way/369866141-765,Jaipur
L100000808939,way/369866141-765,Jaipur
L100000800682,way/369866141-765,Jaipur
L100000808940,way/369866141-765,Jaipur
L100000800683,way/369866141-765,Jaipur
L100000808941,way/369866141-765,Jaipur
L100000808942,way/369866141-765,Jaipur
L100000808943,way/1143180503-765,Phalodi
L100000808944,way/1143180503-765,Phalodi
L100001064401,way/386153973-765,Dharmapuri
L100001064404,way/688672711-765,Bhuj
L100001064406,way/688672711-765,Bhuj
L100001064397,way/369866141-765,Jaipur
L100001064353,way/315823978-765,Kurnool
L100001064383,way/420797421-765,Sikandarabad
L100000830153,way/386153973-765,Dharmapuri
L100000830087,way/311118424-765,Fatehpur
L100000800368,way/315823978-765,Kurnool
L100000800666,way/315823978-765,Kurnool
L100001067778,way/315823978-765,Kurnool
L100000800562,way/353914865-765,Korba
L100001041856,way/311118424-765,Fatehpur
L100001042355,way/311118424-765,Fatehpur
L100001042328,way/420797421-765,Sikandarabad
L100001068216,way/420797421-765,Sikandarabad
L100001041723,way/209826798-765,Indore
L100000800450,way/420797421-765,Sikandarabad
L100001067807,way/420797421-765,Sikandarabad
L100001042387,way/353914865-765,Korba
L100001042388,way/353914865-765,Korba
L100001042389,way/353914865-765,Korba
L100000830088,way/353914865-765,Korba
L100000830089,way/201845280-765,Wardha
L100000800570,way/201845280-765,Wardha
L100000830090,way/315823978-765,Kurnool
L100001041704,way/759521252-765,Medinipur
L100000830091,way/759521252-765,Medinipur
L100000830092,way/759521252-765,Medinipur
L100001042604,way/386153973-765,Dharmapuri
L100000830093,way/353914865-765,Korba
L100000830094,way/386153973-765,Dharmapuri
L100000830095,way/386153973-765,Dharmapuri
L100001064361,way/688672711-765,Bhuj
L100001067590,way/372701897-765,Moga
L100000830096,way/688672711-765,Bhuj
L100000800610,way/369866141-765,Jaipur
L100001042027,way/331275940-765,Vadodara
L100001042028,way/331275940-765,Vadodara
L100001068044,way/331275940-765,Vadodara
L100001068290,way/331275940-765,Vadodara
L100001068389,way/372701897-765,Moga
L100001042325,way/201845280-765,Wardha
L100001041559,way/331275940-765,Vadodara
L100001041733,way/331275940-765,Vadodara
L100001067826,way/331275940-765,Vadodara
L100001068043,way/331275940-765,Vadodara
L100001068258,way/331275940-765,Vadodara
L100001068569,way/331275940-765,Vadodara
L100001067628,way/311118424-765,Fatehpur
L100000830097,way/315823978-765,Kurnool
L100001068026,way/386153973-765,Dharmapuri
L100001042157,way/315823978-765,Kurnool
L100001068017,way/369866141-765,Jaipur
L100001068126,way/369866141-765,Jaipur
L100001068193,way/369866141-765,Jaipur
L100001068447,way/369866141-765,Jaipur
L100001068467,way/369866141-765,Jaipur
L100000830098,way/372701897-765,Moga
L100001068039,way/293597835-765,Solapur
L100001041474,way/293597835-765,Solapur
L100001041747,way/386153973-765,Dharmapuri
L100001041802,way/386153973-765,Dharmapuri
L100001042174,way/386153973-765,Dharmapuri
L100001042175,way/386153973-765,Dharmapuri
L100001067641,way/386153973-765,Dharmapuri
L100001067824,way/386153973-765,Dharmapuri
L100001042054,way/331275940-765,Vadodara
L100001068311,way/331275940-765,Vadodara
L100001042513,way/759521252-765,Medinipur
L100000830099,way/759521252-765,Medinipur
L100001042033,way/331275940-765,Vadodara
L100001042034,way/331275940-765,Vadodara
L100001042554,way/331275940-765,Vadodara
L100001067549,way/331275940-765,Vadodara
L100001067713,way/331275940-765,Vadodara
L100001067869,way/331275940-765,Vadodara
L100001068399,way/331275940-765,Vadodara
L100000830100,way/331275940-765,Vadodara
L100000830101,way/315823978-765,Kurnool
L100000830102,way/315823978-765,Kurnool
L100000830103,way/386153973-765,Dharmapuri
L100001067648,way/331275940-765,Vadodara
L100000830104,way/1143180503-765,Phalodi
L100001020522,way/293597835-765,Solapur
L100001041410,way/353914865-765,Korba
L100001068110,way/331275940-765,Vadodara
L100001041722,way/1143180503-765,Phalodi
L100001042076,way/1143180503-765,Phalodi
L100001068064,way/1143180503-765,Phalodi
L100001068089,way/1143180503-765,Phalodi
L100001068291,way/1143180503-765,Phalodi
L100001068327,way/1143180503-765,Phalodi
L100001042216,way/420797421-765,Sikandarabad
L100001042110,way/372701897-765,Moga
L100000830105,way/1143180503-765,Phalodi
L100001042625,way/203673991-400,Tezpur
L100000800473,way/293597835-765,Solapur
L100001068414,way/293597835-765,Solapur
L100001067890,way/386153973-765,Dharmapuri
L100001042220,way/386153973-765,Dharmapuri
L100001042223,way/386153973-765,Dharmapuri
L100001041351,way/386153973-765,Dharmapuri
L100001041544,way/386153973-765,Dharmapuri
L100001042661,way/386153973-765,Dharmapuri
L100001068197,way/331275940-765,Vadodara
L100000830106,way/420797421-765,Sikandarabad
L100001068229,way/311118424-765,Fatehpur
L100001068325,way/315823978-765,Kurnool
L100000830107,way/386153973-765,Dharmapuri
L100001041739,way/386153973-765,Dharmapuri
L100001042232,way/386153973-765,Dharmapuri
L100001042539,way/386153973-765,Dharmapuri
L100001067655,way/386153973-765,Dharmapuri
L100001067882,way/386153973-765,Dharmapuri
L100001067968,way/386153973-765,Dharmapuri
L100001068136,way/386153973-765,Dharmapuri
L100000830108,way/315823978-765,Kurnool
L100001041799,way/386153973-765,Dharmapuri
L100001041801,way/386153973-765,Dharmapuri
L100001041809,way/386153973-765,Dharmapuri
L100001067646,way/386153973-765,Dharmapuri
L100001067832,way/386153973-765,Dharmapuri
L100000830109,way/293597835-765,Solapur
L100001041382,way/293597835-765,Solapur
L100001041724,way/293597835-765,Solapur
L100000830110,way/293597835-765,Solapur
L100001042422,way/331275940-765,Vadodara
L100001042423,way/331275940-765,Vadodara
L100001042519,way/331275940-765,Vadodara
L100000830112,way/331275940-765,Vadodara
L100001068497,way/331275940-765,Vadodara
L100001041359,way/331275940-765,Vadodara
L100001042056,way/331275940-765,Vadodara
L100001067653,way/201845280-765,Wardha
L100001068277,way/201845280-765,Wardha
L100001041793,way/420797421-765,Sikandarabad
L100001041803,way/420797421-765,Sikandarabad
L100001067564,way/688672711-765,Bhuj
L100001067674,way/688672711-765,Bhuj
L100001068019,way/688672711-765,Bhuj
L100001068177,way/688672711-765,Bhuj
L100001068187,way/331275940-765,Vadodara
L100001068188,way/331275940-765,Vadodara
L100001068407,way/331275940-765,Vadodara
L100001042199,way/315823978-765,Kurnool
L100000808945,way/315823978-765,Kurnool
L100000830113,way/386153973-765,Dharmapuri
L100000800583,way/386153973-765,Dharmapuri
L100001067744,way/201845280-765,Wardha
L100001042168,way/201845280-765,Wardha
L100001042585,way/293597835-765,Solapur
L100001044927,way/420797421-765,Sikandarabad
L100001042309,way/386153973-765,Dharmapuri
L100001067964,way/386153973-765,Dharmapuri
L100001068435,way/386153973-765,Dharmapuri
L100001068463,way/201845280-765,Wardha
L100001042166,way/201845280-765,Wardha
L100001042208,way/201845280-765,Wardha
L100001042210,way/201845280-765,Wardha
L100000830114,way/386153973-765,Dharmapuri
L100001068336,way/759521252-765,Medinipur
L100001068337,way/759521252-765,Medinipur
L100000800584,way/386153973-765,Dharmapuri
L100001041476,way/315823978-765,Kurnool
L100001068205,way/420797421-765,Sikandarabad
L100001041930,way/420797421-765,Sikandarabad
L100001067575,way/420797421-765,Sikandarabad
L100001041421,way/209826798-765,Indore
L100000808946,way/209826798-765,Indore
L100000830115,way/315823978-765,Kurnool
L100001041406,way/315823978-765,Kurnool
L100001068302,way/315823978-765,Kurnool
L100001041577,way/315823978-765,Kurnool
L100001041827,way/315823978-765,Kurnool
L100001042029,way/331275940-765,Vadodara
L100001020618,way/331275940-765,Vadodara
L100000830116,way/1143180503-765,Phalodi
L100000830117,way/1143180503-765,Phalodi
L100000830118,way/1143180503-765,Phalodi
L100000830119,way/1143180503-765,Phalodi
L100000830120,way/293597835-765,Solapur
L100001041445,way/1143180503-765,Phalodi
L100001042487,way/1143180503-765,Phalodi
L100001064006,way/1143180503-765,Phalodi
L100001063999,way/1143180503-765,Phalodi
L100001064002,way/1143180503-765,Phalodi
L100001063954,way/1143180503-765,Phalodi
L100001042042,way/1143180503-765,Phalodi
L100001067515,way/1143180503-765,Phalodi
L100001067750,way/1143180503-765,Phalodi
L100001063952,way/1143180503-765,Phalodi
L100000800667,way/420797421-765,Sikandarabad
L100000830121,way/311118424-765,Fatehpur
L100001068342,way/293597835-765,Solapur
L100001041465,way/293597835-765,Solapur
L100001041918,way/293597835-765,Solapur
L100000830122,way/293597835-765,Solapur
L100000830123,way/201845280-765,Wardha
L100001042100,way/201845280-765,Wardha
L100001068153,way/201845280-765,Wardha
L100001042099,way/201845280-765,Wardha
L100001068082,way/201845280-765,Wardha
L100000830124,way/201845280-765,Wardha
L100000830125,way/201845280-765,Wardha
L100001042566,way/201845280-765,Wardha
L100001067657,way/201845280-765,Wardha
L100001068341,way/201845280-765,Wardha
L100001068470,way/201845280-765,Wardha
L100001068496,way/201845280-765,Wardha
L100001020592,way/1143180503-765,Phalodi
L100001041853,way/315823978-765,Kurnool
L100001041955,way/315823978-765,Kurnool
L100000830126,way/386153973-765,Dharmapuri
L100000800543,way/420797421-765,Sikandarabad
L100000830127,way/688672711-765,Bhuj
L100000830128,way/688672711-765,Bhuj
L100000830129,way/688672711-765,Bhuj
L100000830130,way/688672711-765,Bhuj
L100001041482,way/293597835-765,Solapur
L100001068319,way/201845280-765,Wardha
L100001041287,way/201845280-765,Wardha
L100001041364,way/201845280-765,Wardha
L100001020540,way/353914865-765,Korba
L100000800451,way/293597835-765,Solapur
L100000800558,way/315823978-765,Kurnool
L100000800703,way/315823978-765,Kurnool
L100001042528,way/331275940-765,Vadodara
L100001068254,way/331275940-765,Vadodara
L100001067599,way/386153973-765,Dharmapuri
L100000830131,way/386153973-765,Dharmapuri
L100000830132,way/386153973-765,Dharmapuri
L100001042467,way/331275940-765,Vadodara
L100001064682,way/369866141-765,Jaipur
L100001063949,way/369866141-765,Jaipur
L100000830133,way/372701897-765,Moga
L100000830134,way/311118424-765,Fatehpur
L100000830135,way/311118424-765,Fatehpur
L100000800413,way/353914865-765,Korba
L100001067739,way/311118424-765,Fatehpur
L100001068560,way/201845280-765,Wardha
L100001068141,way/420797421-765,Sikandarabad
L100001067857,way/353914865-765,Korba
L100001042374,way/353914865-765,Korba
L100001042621,way/353914865-765,Korba
L100001042630,way/353914865-765,Korba
L100000800611,way/315823978-765,Kurnool
L100000800500,IN684-765,Rajahmundry
L100001041493,way/293597835-765,Solapur
L100000830136,way/293597835-765,Solapur
L100001041673,way/315823978-765,Kurnool
L100001041863,way/315823978-765,Kurnool
L100001041272,way/315823978-765,Kurnool
L100000808947,way/311118424-765,Fatehpur
L100001041914,way/201845280-765,Wardha
L100001068537,way/201845280-765,Wardha
L100001067823,way/386153973-765,Dharmapuri
L100001041611,way/386153973-765,Dharmapuri
L100001041858,way/386153973-765,Dharmapuri
L100001042146,way/386153973-765,Dharmapuri
L100001041862,way/315823978-765,Kurnool
L100000830137,way/315823978-765,Kurnool
L100000830138,way/315823978-765,Kurnool
L100000830139,way/386153973-765,Dharmapuri
L100001041628,way/315823978-765,Kurnool
L100000830140,way/1143180503-765,Phalodi
L100001063866,way/209826798-765,Indore
L100001064138,way/331275940-765,Vadodara
L100001068576,way/420797421-765,Sikandarabad
L100001042280,way/420797421-765,Sikandarabad
L100001042517,way/420797421-765,Sikandarabad
L100001041917,way/315823978-765,Kurnool
L100000800668,way/315823978-765,Kurnool
L100001063732,way/209826798-765,Indore
L100000800750,way/1143180503-765,Phalodi
L100001068080,way/420797421-765,Sikandarabad
L100001042291,way/386153973-765,Dharmapuri
L100001042510,way/386153973-765,Dharmapuri
L100001042607,way/386153973-765,Dharmapuri
L100001042662,way/386153973-765,Dharmapuri
L100001067868,way/386153973-765,Dharmapuri
L100001068027,way/386153973-765,Dharmapuri
L100001068047,way/386153973-765,Dharmapuri
L100000808948,way/386153973-765,Dharmapuri
L100001041294,way/386153973-765,Dharmapuri
L100001041320,way/386153973-765,Dharmapuri
L100001042178,way/386153973-765,Dharmapuri
L100001042233,way/386153973-765,Dharmapuri
L100001068519,way/386153973-765,Dharmapuri
L100001067800,way/386153973-765,Dharmapuri
L100001068097,way/386153973-765,Dharmapuri
L100001068207,way/386153973-765,Dharmapuri
L100001068493,way/386153973-765,Dharmapuri
L100001068471,way/331275940-765,Vadodara
L100000830141,way/420797421-765,Sikandarabad
L100001042142,way/420797421-765,Sikandarabad
L100000800452,way/315823978-765,Kurnool
L100001063837,way/1143180503-765,Phalodi
L100001068031,way/369866141-765,Jaipur
L100001063778,way/293597835-765,Solapur
L100001063772,way/293597835-765,Solapur
L100001063776,way/293597835-765,Solapur
L100001020356,way/293597835-765,Solapur
L100001020375,way/293597835-765,Solapur
L100001063767,way/293597835-765,Solapur
L100001063758,way/293597835-765,Solapur
L100001045208,way/293597835-765,Solapur
L100001019963,way/293597835-765,Solapur
L100001063804,way/293597835-765,Solapur
L100000808950,way/201845280-765,Wardha
L100001080190,way/293597835-765,Solapur
L100000800577,way/293597835-765,Solapur
L100001041322,way/293597835-765,Solapur
L100001041866,way/293597835-765,Solapur
L100001042124,way/293597835-765,Solapur
L100001042127,way/293597835-765,Solapur
L100001067844,way/293597835-765,Solapur
L100001068561,way/293597835-765,Solapur
L100000800612,way/293597835-765,Solapur
L100000830143,way/369866141-765,Jaipur
L100000830144,way/331275940-765,Vadodara
L100000830145,way/315823978-765,Kurnool
L100000830146,way/315823978-765,Kurnool
L100000830147,way/315823978-765,Kurnool
L100001042534,way/420797421-765,Sikandarabad
L100000830148,way/1143180503-765,Phalodi
L100001063818,way/311118424-765,Fatehpur
L100001067507,way/201845280-765,Wardha
L100001041353,way/420797421-765,Sikandarabad
L100001020610,way/203673991-400,Tezpur
L100000830149,way/293597835-765,Solapur
L100001042161,way/293597835-765,Solapur
L100001042657,way/293597835-765,Solapur
L100000830150,way/311118424-765,Fatehpur
L100000800712,way/1143180503-765,Phalodi
L100000800714,way/315823978-765,Kurnool
L100000800715,way/315823978-765,Kurnool
L100000800716,way/331275940-765,Vadodara
L100001042075,way/1143180503-765,Phalodi
L100001042078,way/1143180503-765,Phalodi
L100001042540,way/1143180503-765,Phalodi
L100001067569,way/1143180503-765,Phalodi
L100001067963,way/1143180503-765,Phalodi
L100001067997,way/1143180503-765,Phalodi
L100001068265,way/1143180503-765,Phalodi
L100001068364,way/1143180503-765,Phalodi
L100001068445,way/372701897-765,Moga
L100000830151,way/386153973-765,Dharmapuri
L100001042335,way/386153973-765,Dharmapuri
L100000830152,way/386153973-765,Dharmapuri
L100000800544,way/315823978-765,Kurnool
L100000800545,way/315823978-765,Kurnool
L100001042301,way/386153973-765,Dharmapuri
L100001067604,way/386153973-765,Dharmapuri
