GEM location ID,bus_id,bus_name
L100000102430,way/293597835-765,Solapur
L100000200176,way/386153973-765,Dharmapuri
L100000200177,way/386153973-765,Dharmapuri
L100000200178,way/293597835-765,Solapur
L100000200179,way/420797421-765,Sikandarabad
L100000200180,way/420797421-765,Sikandarabad
L100000200181,way/293597835-765,Solapur
L100000200182,way/293597835-765,Solapur
L100000200183,way/311118424-765,Fatehpur
L100000200184,way/420797421-765,Sikandarabad
L100000200185,way/420797421-765,Sikandarabad
L100000200186,way/420797421-765,Sikandarabad
L100000200633,way/293597835-765,Solapur
L100000200634,way/293597835-765,Solapur
L100000200635,way/201845280-765,Wardha
L100000200636,way/386153973-765,Dharmapuri
L100000200637,way/386153973-765,Dharmapuri
L100000200639,way/293597835-765,Solapur
L100000200640,way/293597835-765,Solapur
L100000500044,way/331275940-765,Vadodara
L100000500108,way/386153973-765,Dharmapuri
L100000500164,way/369866141-765,Jaipur
L100000500186,way/201845280-765,Wardha
L100000500206,way/386153973-765,Dharmapuri
L100000500218,way/386153973-765,Dharmapuri
L100000500219,way/420797421-765,Sikandarabad
L100000500220,way/293597835-765,Solapur
L100000500278,way/420797421-765,Sikandarabad
L100000500287,way/353914865-765,Korba
L100000500288,way/331275940-765,Vadodara
L100000500289,way/420797421-765,Sikandarabad
L100000500290,way/293597835-765,Solapur
L100001019036,way/420797421-765,Sikandarabad
L100001019039,way/386153973-765,Dharmapuri
L100001019040,way/386153973-765,Dharmapuri
L100001019045,way/201845280-765,Wardha
L100001019052,way/386153973-765,Dharmapuri
L100001019064,way/420797421-765,Sikandarabad
L100001047005,way/420797421-765,Sikandarabad
L100001047007,way/293597835-765,Solapur
L100001047008,way/386153973-765,Dharmapuri
L100001047009,way/386153973-765,Dharmapuri
L100001047010,way/386153973-765,Dharmapuri
L100001047014,way/293597835-765,Solapur
L100001047016,way/293597835-765,Solapur
L100001047017,way/386153973-765,Dharmapuri
L100001047019,way/386153973-765,Dharmapuri
L100001047020,way/315823978-765,Kurnool
L100001047123,way/293597835-765,Solapur
L100001047124,way/293597835-765,Solapur
L100001047125,way/201845280-765,Wardha
L100001047127,way/386153973-765,Dharmapuri
L100001047128,way/420797421-765,Sikandarabad
L100001047129,way/372701897-765,Moga
L100001047130,way/372701897-765,Moga
L100001047135,way/372701897-765,Moga
L100001047138,way/386153973-765,Dharmapuri
L100001047140,way/315823978-765,Kurnool
L100001047141,way/420797421-765,Sikandarabad
L100001047143,way/420797421-765,Sikandarabad
L100001047144,way/420797421-765,Sikandarabad
L100001047145,way/420797421-765,Sikandarabad
L100001047146,way/420797421-765,Sikandarabad
L100001047152,way/201845280-765,Wardha
L100001047153,way/201845280-765,Wardha
L100001047154,way/386153973-765,Dharmapuri
L100001047155,way/315823978-765,Kurnool
L100001047157,way/353914865-765,Korba
L100001047159,way/420797421-765,Sikandarabad
L100001047160,way/420797421-765,Sikandarabad
L100001047161,way/420797421-765,Sikandarabad
L100001047162,way/420797421-765,Sikandarabad
L100001047168,way/372701897-765,Moga
L100001047169,way/372701897-765,Moga
L100001047172,way/420797421-765,Sikandarabad
L100001047173,way/372701897-765,Moga
L100001047174,way/420797421-765,Sikandarabad
L100001047175,way/1143180503-765,Phalodi
L100001047176,way/420797421-765,Sikandarabad
L100001047177,way/1143180503-765,Phalodi
L100001047178,way/369866141-765,Jaipur
L100001047191,way/420797421-765,Sikandarabad
L100001047192,way/293597835-765,Solapur
L100001047193,way/372701897-765,Moga
L100001047195,way/311118424-765,Fatehpur
L100001047196,way/420797421-765,Sikandarabad
L100001047236,way/293597835-765,Solapur
L100001047240,way/386153973-765,Dharmapuri
L100001047241,way/353914865-765,Korba
L100001047243,way/315823978-765,Kurnool
L100001047247,way/315823978-765,Kurnool
L100001047248,way/386153973-765,Dharmapuri
L100001047249,way/353914865-765,Korba
L100001047258,way/315823978-765,Kurnool
L100001047260,way/315823978-765,Kurnool
L100001047268,way/688672711-765,Bhuj
L100001047269,way/420797421-765,Sikandarabad
L100001047270,way/369866141-765,Jaipur
L100001047272,way/293597835-765,Solapur
L100001047275,way/293597835-765,Solapur
L100001047277,way/293597835-765,Solapur
L100001047295,way/386153973-765,Dharmapuri
L100001047296,way/420797421-765,Sikandarabad
L100001047297,way/311118424-765,Fatehpur
L100001047299,way/315823978-765,Kurnool
L100001047301,way/386153973-765,Dharmapuri
L100001047302,way/386153973-765,Dharmapuri
L100001047303,way/420797421-765,Sikandarabad
L100001047304,way/201845280-765,Wardha
L100001047305,way/386153973-765,Dharmapuri
L100001047307,way/420797421-765,Sikandarabad
L100001047318,way/386153973-765,Dharmapuri
L100001047320,way/353914865-765,Korba
L100001047321,way/420797421-765,Sikandarabad
L100001047323,way/420797421-765,Sikandarabad
L100001047325,way/420797421-765,Sikandarabad
L100001047327,way/386153973-765,Dharmapuri
L100001047328,way/331275940-765,Vadodara
L100001047354,way/386153973-765,Dharmapuri
L100001047355,way/386153973-765,Dharmapuri
L100001047357,way/372701897-765,Moga
L100001047359,way/372701897-765,Moga
L100001047360,way/372701897-765,Moga
L100001047362,way/372701897-765,Moga
L100001047363,way/293597835-765,Solapur
L100001047365,way/293597835-765,Solapur
L100001047366,way/293597835-765,Solapur
L100001047367,way/353914865-765,Korba
L100001047368,way/201845280-765,Wardha
L100001047369,way/369866141-765,Jaipur
L100001047371,way/386153973-765,Dharmapuri
L100001047372,way/201845280-765,Wardha
L100001047373,way/420797421-765,Sikandarabad
L100001047374,way/311118424-765,Fatehpur
L100001047375,way/311118424-765,Fatehpur
L100001047411,way/420797421-765,Sikandarabad
L100001047412,way/201845280-765,Wardha
L100001047413,way/201845280-765,Wardha
L100001047414,way/353914865-765,Korba
L100001047415,way/353914865-765,Korba
L100001047416,way/201845280-765,Wardha
L100001047417,way/311118424-765,Fatehpur
L100001047418,way/331275940-765,Vadodara
L100001047419,way/386153973-765,Dharmapuri
L100001047420,way/201845280-765,Wardha
L100001047423,way/201845280-765,Wardha
L100001047424,way/293597835-765,Solapur
L100001047430,way/386153973-765,Dharmapuri
L100001047436,way/315823978-765,Kurnool
L100001047437,way/372701897-765,Moga
L100001047439,way/420797421-765,Sikandarabad
L100001047443,way/293597835-765,Solapur
L100001047533,way/293597835-765,Solapur
L100000407594,way/203673991-400,Tezpur
L100000408400,way/331275940-765,Vadodara
L100000401464,way/369866141-765,Jaipur
L100000408399,way/386153973-765,Dharmapuri
L100000407355,way/203673991-400,Tezpur
L100000401466,way/420797421-765,Sikandarabad
L100000407604,way/203673991-400,Tezpur
L100000407143,way/331275940-765,Vadodara
L100000408398,way/386153973-765,Dharmapuri
L100000408397,way/386153973-765,Dharmapuri
L100000401465,way/420797421-765,Sikandarabad
L100000407603,way/331275940-765,Vadodara
L100000401483,way/331275940-765,Vadodara
L100000401461,way/420797421-765,Sikandarabad
L100000401471,way/331275940-765,Vadodara
L100000401463,way/420797421-765,Sikandarabad
L100000407602,way/331275940-765,Vadodara
L100000401498,IN684-765,Rajahmundry
L100000401507,IN684-765,Rajahmundry
L100000401506,IN684-765,Rajahmundry
L100000401508,IN684-765,Rajahmundry
L100000408396,way/201845280-765,Wardha
L100000408395,way/372701897-765,Moga
L100000401479,way/331275940-765,Vadodara
L100000401467,way/331275940-765,Vadodara
L100000407600,way/331275940-765,Vadodara
L100000104861,way/331275940-765,Vadodara
L100000408393,IN684-765,Rajahmundry
L100000408392,way/759521252-765,Medinipur
L100000407726,way/420797421-765,Sikandarabad
L100000407593,way/420797421-765,Sikandarabad
L100000407592,way/420797421-765,Sikandarabad
L100000401503,IN684-765,Rajahmundry
L100000401489,way/331275940-765,Vadodara
L100000401518,way/386153973-765,Dharmapuri
L100000407144,way/420797421-765,Sikandarabad
L100000407123,way/420797421-765,Sikandarabad
L100000102556,way/386153973-765,Dharmapuri
L100000401490,way/331275940-765,Vadodara
L100000407598,way/386153973-765,Dharmapuri
L100000401501,IN684-765,Rajahmundry
L100000401494,way/315823978-765,Kurnool
L100000408391,way/386153973-765,Dharmapuri
L100000401510,way/386153973-765,Dharmapuri
L100000408390,way/203673991-400,Tezpur
L100000407596,way/420797421-765,Sikandarabad
L100000407597,way/386153973-765,Dharmapuri
L100000401488,way/201845280-765,Wardha
L100000407595,way/759521252-765,Medinipur
L100000401520,way/203673991-400,Tezpur
L100000401519,way/203673991-400,Tezpur
L100000401514,way/386153973-765,Dharmapuri
L100000401482,way/331275940-765,Vadodara
L100000408389,way/353914865-765,Korba
L100000401469,way/201845280-765,Wardha
L100000401459,way/420797421-765,Sikandarabad
L100000401458,way/420797421-765,Sikandarabad
L100000401462,way/1143180503-765,Phalodi
L100000401491,way/293597835-765,Solapur
L100000407590,way/420797421-765,Sikandarabad
L100001080229,way/203673991-400,Tezpur
L100000407589,way/386153973-765,Dharmapuri
L100000401502,IN684-765,Rajahmundry
L100000401475,way/331275940-765,Vadodara
L100000401511,way/386153973-765,Dharmapuri
L100000401521,way/203673991-400,Tezpur
L100000401487,way/201845280-765,Wardha
L100000401478,way/331275940-765,Vadodara
L100000401486,way/201845280-765,Wardha
L100000401474,way/331275940-765,Vadodara
L100000407146,way/688672711-765,Bhuj
L100000401480,way/331275940-765,Vadodara
L100000401512,way/386153973-765,Dharmapuri
L100000401505,IN684-765,Rajahmundry
L100000401499,IN684-765,Rajahmundry
L100000102082,IN684-765,Rajahmundry
L100000407120,way/386153973-765,Dharmapuri
L100001044947,way/201845280-765,Wardha
L100000829409,way/386153973-765,Dharmapuri
L100000829410,way/386153973-765,Dharmapuri
L100001042418,way/688672711-765,Bhuj
L100001042550,way/688672711-765,Bhuj
L100000829411,way/315823978-765,Kurnool
L100000829412,way/386153973-765,Dharmapuri
L100001068430,way/331275940-765,Vadodara
L100001041892,way/331275940-765,Vadodara
L100001042483,way/331275940-765,Vadodara
L100000829414,way/315823978-765,Kurnool
L100000829413,way/315823978-765,Kurnool
L100001067870,way/315823978-765,Kurnool
L100001041554,way/315823978-765,Kurnool
L100001041586,way/315823978-765,Kurnool
L100001068225,way/315823978-765,Kurnool
L100000800529,way/386153973-765,Dharmapuri
L100001068350,way/311118424-765,Fatehpur
L100001068524,way/311118424-765,Fatehpur
L100000800631,way/315823978-765,Kurnool
L100001042159,way/293597835-765,Solapur
L100001067584,way/209826798-765,Indore
L100000808835,way/209826798-765,Indore
L100000829415,way/386153973-765,Dharmapuri
L100001068568,way/420797421-765,Sikandarabad
L100000829416,way/369866141-765,Jaipur
L100001042201,way/293597835-765,Solapur
L100001042204,way/293597835-765,Solapur
L100001042207,way/293597835-765,Solapur
L100001041719,way/201845280-765,Wardha
L100001042096,way/201845280-765,Wardha
L100000829417,way/315823978-765,Kurnool
L100001064123,way/369866141-765,Jaipur
L100001041386,way/372701897-765,Moga
L100001041403,way/372701897-765,Moga
L100001064039,way/1143180503-765,Phalodi
L100001068011,way/293597835-765,Solapur
L100001041462,way/293597835-765,Solapur
L100001041992,way/293597835-765,Solapur
L100001042118,way/293597835-765,Solapur
L100001042119,way/293597835-765,Solapur
L100001042642,way/293597835-765,Solapur
L100001042120,way/293597835-765,Solapur
L100001042121,way/293597835-765,Solapur
L100001042160,way/293597835-765,Solapur
L100000829418,way/315823978-765,Kurnool
L100000829419,way/315823978-765,Kurnool
L100000829420,way/315823978-765,Kurnool
L100001064433,way/293597835-765,Solapur
L100000800632,way/293597835-765,Solapur
L100001041841,way/293597835-765,Solapur
L100001041638,way/386153973-765,Dharmapuri
L100000829421,way/420797421-765,Sikandarabad
L100000829422,way/315823978-765,Kurnool
L100001020547,way/311118424-765,Fatehpur
L100000829423,way/315823978-765,Kurnool
L100000800564,way/209826798-765,Indore
L100001068513,way/386153973-765,Dharmapuri
L100001041546,way/386153973-765,Dharmapuri
L100001042009,way/386153973-765,Dharmapuri
L100000829424,way/331275940-765,Vadodara
L100001067764,way/420797421-765,Sikandarabad
L100001068232,way/420797421-765,Sikandarabad
L100001067532,way/201845280-765,Wardha
L100000829425,way/315823978-765,Kurnool
L100001068015,way/315823978-765,Kurnool
L100001041423,way/315823978-765,Kurnool
L100001041583,way/315823978-765,Kurnool
L100000829426,way/420797421-765,Sikandarabad
L100000829427,way/1143180503-765,Phalodi
L100000829428,way/1143180503-765,Phalodi
L100000829429,way/1143180503-765,Phalodi
L100001068169,way/372701897-765,Moga
L100001068203,way/372701897-765,Moga
L100001068367,way/372701897-765,Moga
L100000829430,way/201845280-765,Wardha
L100001041763,way/420797421-765,Sikandarabad
L100000829431,way/386153973-765,Dharmapuri
L100001068578,way/386153973-765,Dharmapuri
L100001041527,way/386153973-765,Dharmapuri
L100001041551,way/386153973-765,Dharmapuri
L100000808836,way/203673991-400,Tezpur
L100000829432,way/209826798-765,Indore
L100001042048,way/331275940-765,Vadodara
L100001042050,way/331275940-765,Vadodara
L100001042051,way/331275940-765,Vadodara
L100001042052,way/331275940-765,Vadodara
L100001068530,way/331275940-765,Vadodara
L100001042053,way/331275940-765,Vadodara
L100001042509,way/331275940-765,Vadodara
L100001067956,way/331275940-765,Vadodara
L100001068201,way/331275940-765,Vadodara
L100001067740,way/688672711-765,Bhuj
L100001042433,way/688672711-765,Bhuj
L100001068292,way/688672711-765,Bhuj
L100001068377,way/688672711-765,Bhuj
L100000800586,way/331275940-765,Vadodara
L100001042113,way/372701897-765,Moga
L100001068083,way/372701897-765,Moga
L100001055999,way/315823978-765,Kurnool
L100001063137,way/315823978-765,Kurnool
L100001080420,way/315823978-765,Kurnool
L100001063135,way/315823978-765,Kurnool
L100001056006,way/315823978-765,Kurnool
L100000800721,way/386153973-765,Dharmapuri
L100000800751,way/386153973-765,Dharmapuri
L100001063108,way/315823978-765,Kurnool
L100001063073,way/315823978-765,Kurnool
L100001062719,way/315823978-765,Kurnool
L100001062707,way/386153973-765,Dharmapuri
L100000800587,way/386153973-765,Dharmapuri
L100000800407,way/386153973-765,Dharmapuri
L100000800463,way/315823978-765,Kurnool
L100000800374,way/386153973-765,Dharmapuri
L100000800477,way/386153973-765,Dharmapuri
L100000800526,way/386153973-765,Dharmapuri
L100000800393,way/386153973-765,Dharmapuri
L100000800398,way/386153973-765,Dharmapuri
L100000800722,way/386153973-765,Dharmapuri
L100000829433,way/315823978-765,Kurnool
L100000808837,way/386153973-765,Dharmapuri
L100001045106,way/1143180503-765,Phalodi
L100000829434,way/353914865-765,Korba
L100000829435,way/353914865-765,Korba
L100001080265,way/315823978-765,Kurnool
L100001064415,way/315823978-765,Kurnool
L100000808839,way/386153973-765,Dharmapuri
L100001080419,way/315823978-765,Kurnool
L100001020476,way/315823978-765,Kurnool
L100000800478,way/315823978-765,Kurnool
L100000800479,way/315823978-765,Kurnool
L100000800480,way/315823978-765,Kurnool
L100000829436,way/315823978-765,Kurnool
L100000829437,way/315823978-765,Kurnool
L100000829438,way/315823978-765,Kurnool
L100000829439,way/315823978-765,Kurnool
L100000829440,way/315823978-765,Kurnool
L100000829441,way/315823978-765,Kurnool
L100000829442,way/293597835-765,Solapur
L100000829443,way/315823978-765,Kurnool
L100001041342,way/688672711-765,Bhuj
L100001067735,way/688672711-765,Bhuj
L100001068075,way/688672711-765,Bhuj
L100001068115,way/688672711-765,Bhuj
L100001068446,way/688672711-765,Bhuj
L100001068536,way/688672711-765,Bhuj
L100001041693,way/331275940-765,Vadodara
L100000800588,way/1143180503-765,Phalodi
L100001068172,way/386153973-765,Dharmapuri
L100001067945,way/1143180503-765,Phalodi
L100000829444,way/386153973-765,Dharmapuri
L100001068117,way/386153973-765,Dharmapuri
L100001041409,way/353914865-765,Korba
L100001042369,way/353914865-765,Korba
L100001068073,way/386153973-765,Dharmapuri
L100001068297,way/386153973-765,Dharmapuri
L100000829445,way/386153973-765,Dharmapuri
L100001042147,way/386153973-765,Dharmapuri
L100001041392,way/386153973-765,Dharmapuri
L100001041944,way/386153973-765,Dharmapuri
L100001041998,way/386153973-765,Dharmapuri
L100001042261,way/386153973-765,Dharmapuri
L100001067854,way/386153973-765,Dharmapuri
L100001042262,way/386153973-765,Dharmapuri
L100001042267,way/386153973-765,Dharmapuri
L100001042268,way/386153973-765,Dharmapuri
L100001042503,way/386153973-765,Dharmapuri
L100001068405,way/386153973-765,Dharmapuri
L100001068482,way/386153973-765,Dharmapuri
L100001042515,way/386153973-765,Dharmapuri
L100001068113,way/386153973-765,Dharmapuri
L100001042303,way/386153973-765,Dharmapuri
L100001042305,way/386153973-765,Dharmapuri
L100001042307,way/386153973-765,Dharmapuri
L100001042308,way/386153973-765,Dharmapuri
L100001020326,way/311118424-765,Fatehpur
L100001068134,way/201845280-765,Wardha
L100001020462,way/386153973-765,Dharmapuri
L100000829446,way/203673991-400,Tezpur
L100000829447,way/203673991-400,Tezpur
L100000829448,way/203673991-400,Tezpur
L100001041408,way/386153973-765,Dharmapuri
L100001041528,way/386153973-765,Dharmapuri
L100001041547,way/386153973-765,Dharmapuri
L100001041548,way/386153973-765,Dharmapuri
L100001041995,way/386153973-765,Dharmapuri
L100001067685,way/386153973-765,Dharmapuri
L100001067982,way/386153973-765,Dharmapuri
L100001068233,way/386153973-765,Dharmapuri
L100000829449,way/386153973-765,Dharmapuri
L100000800530,way/315823978-765,Kurnool
L100000829450,way/315823978-765,Kurnool
L100000829451,way/315823978-765,Kurnool
L100001067693,way/201845280-765,Wardha
L100001042623,way/759521252-765,Medinipur
L100001068347,way/759521252-765,Medinipur
L100001063540,way/688672711-765,Bhuj
L100001067747,way/201845280-765,Wardha
L100001041915,way/201845280-765,Wardha
L100000829452,way/1143180503-765,Phalodi
L100000829453,way/1143180503-765,Phalodi
L100001020512,way/311118424-765,Fatehpur
L100001020513,way/203673991-400,Tezpur
L100000800481,way/203673991-400,Tezpur
L100000829454,way/203673991-400,Tezpur
L100000829455,way/203673991-400,Tezpur
L100000808841,way/203673991-400,Tezpur
L100000829456,way/203673991-400,Tezpur
L100000829457,way/203673991-400,Tezpur
L100001019922,way/203673991-400,Tezpur
L100001041791,IN684-765,Rajahmundry
L100001041728,way/293597835-765,Solapur
L100001042236,way/386153973-765,Dharmapuri
L100001042248,way/386153973-765,Dharmapuri
L100001042085,way/293597835-765,Solapur
L100000800579,way/353914865-765,Korba
L100001023592,way/311118424-765,Fatehpur
L100000829458,way/293597835-765,Solapur
L100000800589,way/420797421-765,Sikandarabad
L100000800590,way/420797421-765,Sikandarabad
L100001042014,way/420797421-765,Sikandarabad
L100001042163,way/293597835-765,Solapur
L100001042580,way/293597835-765,Solapur
L100001067797,way/293597835-765,Solapur
L100001068224,way/293597835-765,Solapur
L100001068332,way/293597835-765,Solapur
L100001068472,way/293597835-765,Solapur
L100001042399,way/759521252-765,Medinipur
L100000800466,way/201845280-765,Wardha
L100001041345,way/386153973-765,Dharmapuri
L100001041641,way/386153973-765,Dharmapuri
L100001041989,way/386153973-765,Dharmapuri
L100001041991,way/386153973-765,Dharmapuri
L100001042194,way/386153973-765,Dharmapuri
L100001067603,way/386153973-765,Dharmapuri
L100001067617,way/386153973-765,Dharmapuri
L100001068061,way/386153973-765,Dharmapuri
L100000829459,way/386153973-765,Dharmapuri
L100000808842,way/1143180503-765,Phalodi
L100000829460,way/293597835-765,Solapur
L100000800633,way/293597835-765,Solapur
L100001041381,way/293597835-765,Solapur
L100000829461,way/353914865-765,Korba
L100001020315,way/420797421-765,Sikandarabad
L100001020415,way/688672711-765,Bhuj
L100001042430,way/688672711-765,Bhuj
L100001042431,way/688672711-765,Bhuj
L100001042434,way/688672711-765,Bhuj
L100001042438,way/688672711-765,Bhuj
L100001042439,way/688672711-765,Bhuj
L100001042440,way/688672711-765,Bhuj
L100001042441,way/688672711-765,Bhuj
L100001019728,way/688672711-765,Bhuj
L100001068571,way/201845280-765,Wardha
L100001041608,way/315823978-765,Kurnool
L100001041589,way/353914865-765,Korba
L100001068484,way/372701897-765,Moga
L100001020323,way/420797421-765,Sikandarabad
L100001041401,way/420797421-765,Sikandarabad
L100001042922,way/1143180503-765,Phalodi
L100000808843,way/1143180503-765,Phalodi
L100000800634,way/369866141-765,Jaipur
L100000829462,way/353914865-765,Korba
L100001042349,way/311118424-765,Fatehpur
L100001068009,way/311118424-765,Fatehpur
L100001041761,way/293597835-765,Solapur
L100001042428,way/688672711-765,Bhuj
L100001068510,way/688672711-765,Bhuj
L100001067688,way/353914865-765,Korba
L100001041519,way/386153973-765,Dharmapuri
L100000829463,way/386153973-765,Dharmapuri
L100001067542,way/420797421-765,Sikandarabad
L100000800415,way/386153973-765,Dharmapuri
L100000829464,way/311118424-765,Fatehpur
L100001068409,way/201845280-765,Wardha
L100001067596,way/311118424-765,Fatehpur
L100000829465,way/688672711-765,Bhuj
L100001042605,way/420797421-765,Sikandarabad
L100000829466,way/372701897-765,Moga
L100000829467,way/311118424-765,Fatehpur
L100000829468,way/201845280-765,Wardha
L100001041847,way/293597835-765,Solapur
L100000800635,way/293597835-765,Solapur
L100001067633,way/1143180503-765,Phalodi
L100001041541,way/372701897-765,Moga
L100001041748,way/372701897-765,Moga
L100001042319,way/315823978-765,Kurnool
L100000829469,way/315823978-765,Kurnool
L100000800514,way/353914865-765,Korba
L100001068100,way/353914865-765,Korba
L100001041426,way/353914865-765,Korba
L100001041618,way/315823978-765,Kurnool
L100001041621,way/315823978-765,Kurnool
L100001042055,way/331275940-765,Vadodara
L100001068432,way/1143180503-765,Phalodi
L100001041716,way/1143180503-765,Phalodi
L100001042488,way/1143180503-765,Phalodi
L100001041883,way/420797421-765,Sikandarabad
L100000800386,way/372701897-765,Moga
L100001041736,way/420797421-765,Sikandarabad
L100001068190,way/420797421-765,Sikandarabad
L100001068386,way/420797421-765,Sikandarabad
L100001042281,way/420797421-765,Sikandarabad
L100001068263,way/420797421-765,Sikandarabad
L100001063525,way/331275940-765,Vadodara
L100001020531,way/331275940-765,Vadodara
L100001063287,way/331275940-765,Vadodara
L100000829470,way/331275940-765,Vadodara
L100000800467,way/386153973-765,Dharmapuri
L100001020322,way/311118424-765,Fatehpur
L100001020319,way/311118424-765,Fatehpur
L100000808844,way/311118424-765,Fatehpur
L100001042352,way/311118424-765,Fatehpur
L100001068178,way/311118424-765,Fatehpur
L100000829471,way/386153973-765,Dharmapuri
L100001068243,way/353914865-765,Korba
L100001041434,way/369866141-765,Jaipur
L100001042105,way/369866141-765,Jaipur
L100001067602,way/369866141-765,Jaipur
L100001068055,way/369866141-765,Jaipur
L100001068150,way/369866141-765,Jaipur
L100001068375,way/369866141-765,Jaipur
L100001068397,way/369866141-765,Jaipur
L100001041496,way/386153973-765,Dharmapuri
L100001042010,way/386153973-765,Dharmapuri
L100001067582,way/386153973-765,Dharmapuri
L100001068468,way/386153973-765,Dharmapuri
L100001067538,way/372701897-765,Moga
L100001068289,way/372701897-765,Moga
L100001041389,way/386153973-765,Dharmapuri
L100001064520,way/311118424-765,Fatehpur
L100000829472,way/386153973-765,Dharmapuri
L100001042170,way/420797421-765,Sikandarabad
L100001042594,way/420797421-765,Sikandarabad
L100001068392,way/331275940-765,Vadodara
L100001068522,way/331275940-765,Vadodara
L100001042073,way/1143180503-765,Phalodi
L100001042568,way/1143180503-765,Phalodi
L100000829473,way/1143180503-765,Phalodi
L100000829474,way/1143180503-765,Phalodi
L100000829475,way/1143180503-765,Phalodi
L100001041267,way/1143180503-765,Phalodi
L100001041746,way/1143180503-765,Phalodi
L100001067846,way/1143180503-765,Phalodi
L100001041908,way/1143180503-765,Phalodi
L100001042490,way/1143180503-765,Phalodi
L100001067535,way/1143180503-765,Phalodi
L100001067658,way/1143180503-765,Phalodi
L100001067900,way/1143180503-765,Phalodi
L100001068380,way/1143180503-765,Phalodi
L100001068394,way/1143180503-765,Phalodi
L100001068431,way/1143180503-765,Phalodi
L100001068456,way/1143180503-765,Phalodi
L100000800408,way/1143180503-765,Phalodi
L100001041715,way/1143180503-765,Phalodi
L100001068181,way/1143180503-765,Phalodi
L100001068479,way/1143180503-765,Phalodi
L100001068076,way/315823978-765,Kurnool
L100000800723,way/201845280-765,Wardha
L100001067650,way/201845280-765,Wardha
L100001041455,way/201845280-765,Wardha
L100001041460,way/201845280-765,Wardha
L100001041845,way/369866141-765,Jaipur
L100001041832,way/353914865-765,Korba
L100001067558,way/759521252-765,Medinipur
L100001068521,way/311118424-765,Fatehpur
L100001068078,way/420797421-765,Sikandarabad
L100000800387,way/372701897-765,Moga
L100001019874,way/420797421-765,Sikandarabad
L100001041396,way/353914865-765,Korba
L100001063984,way/1143180503-765,Phalodi
L100001044928,way/1143180503-765,Phalodi
L100001064053,way/1143180503-765,Phalodi
L100001064055,way/1143180503-765,Phalodi
L100001063851,way/1143180503-765,Phalodi
L100001045175,way/1143180503-765,Phalodi
L100001020444,way/1143180503-765,Phalodi
L100001063957,way/1143180503-765,Phalodi
L100000829476,way/1143180503-765,Phalodi
L100001020361,way/1143180503-765,Phalodi
L100001020366,way/1143180503-765,Phalodi
L100001020368,way/1143180503-765,Phalodi
L100001020357,way/1143180503-765,Phalodi
L100001063965,way/1143180503-765,Phalodi
L100001063958,way/1143180503-765,Phalodi
L100001020482,way/1143180503-765,Phalodi
L100001063993,way/1143180503-765,Phalodi
L100001063964,way/1143180503-765,Phalodi
L100000829477,way/1143180503-765,Phalodi
L100001067974,way/1143180503-765,Phalodi
L100001041710,way/1143180503-765,Phalodi
L100001067678,way/1143180503-765,Phalodi
L100001063966,way/1143180503-765,Phalodi
L100000800567,way/1143180503-765,Phalodi
L100001041837,way/759521252-765,Medinipur
L100001068439,way/759521252-765,Medinipur
L100000829478,way/372701897-765,Moga
L100001067509,way/293597835-765,Solapur
L100001067683,way/293597835-765,Solapur
L100001068210,way/293597835-765,Solapur
L100001042211,way/201845280-765,Wardha
L100000829480,way/1143180503-765,Phalodi
L100001068173,way/420797421-765,Sikandarabad
L100001041855,way/293597835-765,Solapur
L100000829481,way/293597835-765,Solapur
L100000800464,way/293597835-765,Solapur
L100000829482,way/386153973-765,Dharmapuri
L100001068299,way/353914865-765,Korba
L100001041937,way/420797421-765,Sikandarabad
L100001080153,way/372701897-765,Moga
L100001068486,way/372701897-765,Moga
L100001041481,way/372701897-765,Moga
L100001041549,way/372701897-765,Moga
L100001041876,way/372701897-765,Moga
L100001020575,way/372701897-765,Moga
L100001068256,way/420797421-765,Sikandarabad
L100001042390,way/353914865-765,Korba
L100001067981,way/353914865-765,Korba
L100001041422,way/311118424-765,Fatehpur
L100000829483,way/1143180503-765,Phalodi
L100001068580,way/420797421-765,Sikandarabad
L100001042059,way/331275940-765,Vadodara
L100001068441,way/1143180503-765,Phalodi
L100000829484,way/420797421-765,Sikandarabad
L100001042473,way/331275940-765,Vadodara
L100001067805,way/331275940-765,Vadodara
L100000829485,way/386153973-765,Dharmapuri
L100001063807,way/293597835-765,Solapur
L100001063802,way/293597835-765,Solapur
L100000800704,way/293597835-765,Solapur
L100001068120,way/293597835-765,Solapur
L100000829486,way/293597835-765,Solapur
L100000829488,way/315823978-765,Kurnool
L100001063685,way/315823978-765,Kurnool
L100001063678,way/315823978-765,Kurnool
L100000829489,way/315823978-765,Kurnool
L100001063150,way/353914865-765,Korba
L100001020214,way/353914865-765,Korba
L100001080702,way/386153973-765,Dharmapuri
L100001068527,way/386153973-765,Dharmapuri
L100001042373,way/353914865-765,Korba
L100001042647,way/353914865-765,Korba
L100001068272,way/353914865-765,Korba
L100001068282,way/353914865-765,Korba
L100000829490,way/293597835-765,Solapur
L100000829491,way/1143180503-765,Phalodi
L100000829492,way/386153973-765,Dharmapuri
L100000829493,way/386153973-765,Dharmapuri
L100000829507,way/1143180503-765,Phalodi
L100000829508,way/1143180503-765,Phalodi
L100000829509,way/1143180503-765,Phalodi
L100000829510,way/1143180503-765,Phalodi
L100000829511,way/1143180503-765,Phalodi
L100000829512,way/1143180503-765,Phalodi
L100001042035,way/331275940-765,Vadodara
