bus0,bus1,voltage,s_nom,length,type,geometry
way/179121057-330,way/211766541-330,330.0,1106.0010431731064,171573.71,Al/St 240/40 3-bundle 300.0,"LINESTRING (28.76336002203713 -16.526290337609584, 28.76851679309232 -16.526878981230137, 28.7699776 -16.5270574, 28.7734749 -16.5274842, 28.7771934 -16.5279577, 28.7811635 -16.5284261, 28.7849449 -16.5288696, 28.7887598 -16.5293295, 28.7919064 -16.5297088, 28.7940562 -16.5294833, 28.798507 -16.528559, 28.8012969 -16.5279796, 28.8033713 -16.5275488, 28.8068159 -16.5268335, 28.8086034 -16.5264623, 28.8116029 -16.5261185, 28.8166122 -16.5255443, 28.8200168 -16.525154, 28.8234687 -16.5247583, 28.8268502 -16.5243707, 28.8459465 -16.5221817, 28.9064478 -16.5315086, 28.9108713 -16.5321905, 28.913818 -16.5326448, 28.9180307 -16.5332942, 28.921927 -16.5338948, 28.9249074 -16.5343543, 28.9293125 -16.5350333, 28.9328391 -16.535577, 28.9367913 -16.5361862, 28.9412644 -16.5368758, 28.9449728 -16.5374474, 28.9491183 -16.5380865, 28.9537621 -16.5388023, 28.9576706 -16.5407557, 28.961447 -16.5426431, 28.9655352 -16.5446862, 28.9691906 -16.5465131, 28.972614 -16.548224, 28.9761423 -16.5499873, 28.9800065 -16.5519184, 28.9837045 -16.5537665, 28.9875427 -16.5556846, 28.991295 -16.5575598, 28.995174 -16.5594982, 28.9989282 -16.5613743, 29.0028056 -16.5633119, 29.0064663 -16.5651413, 29.0102203 -16.5670172, 29.0142078 -16.5690098, 29.0181037 -16.5709566, 29.0222461 -16.5730265, 29.0264538 -16.5751291, 29.0275404 -16.5756721, 29.0322893 -16.578045, 29.0350708 -16.5794349, 29.0368144 -16.5803062, 29.0434734 -16.5836458, 29.0541763 -16.5889813, 29.0579317 -16.5930219, 29.0605171 -16.5958046, 29.0629597 -16.5984337, 29.0650832 -16.6007192, 29.0684945 -16.6043907, 29.070249 -16.6062791, 29.0737432 -16.6100397, 29.0761588 -16.6126395, 29.0793886 -16.6161156, 29.0824083 -16.6193653, 29.085596 -16.6227959, 29.0883833 -16.6257955, 29.0901082 -16.6276517, 29.0930011 -16.6307649, 29.0957701 -16.6337448, 29.09876 -16.6369621, 29.1006127 -16.6389558, 29.1021706 -16.6406323, 29.1039457 -16.6425424, 29.1048006 -16.6455049, 29.1059928 -16.6496361, 29.1069245 -16.6528645, 29.1078923 -16.6562178, 29.1090874 -16.660359, 29.110138 -16.663999, 29.111857 -16.6699549, 29.1125538 -16.6726245, 29.1139336 -16.6773217, 29.1143887 -16.678871, 29.1157966 -16.683664, 29.1167904 -16.6870473, 29.1191395 -16.6889616, 29.1222859 -16.6915256, 29.1252618 -16.6939506, 29.1277376 -16.6959681, 29.1311074 -16.6987141, 29.136486 -16.7030968, 29.1404037 -16.706289, 29.1421781 -16.7077349, 29.1449955 -16.7100305, 29.147526 -16.7120924, 29.149482 -16.7136862, 29.1522136 -16.7159124, 29.155143 -16.7183684, 29.1578212 -16.7205493, 29.1608629 -16.7230262, 29.1637588 -16.7253842, 29.1672137 -16.7281975, 29.1705365 -16.7309032, 29.1734294 -16.7332588, 29.1756751 -16.7350873, 29.1791271 -16.737898, 29.1819679 -16.7402111, 29.1848821 -16.7425839, 29.1871465 -16.7444276, 29.1902406 -16.7469469, 29.193381 -16.7495037, 29.1956569 -16.7513567, 29.1990096 -16.7540864, 29.2020125 -16.7565312, 29.2054265 -16.7593107, 29.2112621 -16.7640617, 29.2144774 -16.7666793, 29.2173946 -16.7690541, 29.2205652 -16.7716354, 29.2235983 -16.7741045, 29.2259303 -16.776003, 29.231242 -16.780327, 29.2330202 -16.7817745, 29.2354164 -16.7837251, 29.238123 -16.7859285, 29.2426051 -16.7895769, 29.2451777 -16.791671, 29.2476414 -16.7936765, 29.249511 -16.7951983, 29.251197 -16.7965707, 29.2564709 -16.8008635, 29.2598615 -16.8036234, 29.262534 -16.8057986, 29.2666343 -16.8091402, 29.2697249 -16.8116589, 29.2727834 -16.8141513, 29.2753345 -16.8162303, 29.2781831 -16.8185516, 29.2809875 -16.820837, 29.2840048 -16.8232958, 29.2869221 -16.825673, 29.2896564 -16.8279011, 29.2922634 -16.8300254, 29.2954616 -16.8326315, 29.2989237 -16.8354526, 29.3017817 -16.8377814, 29.304597 -16.8400753, 29.3082295 -16.8430351, 29.3106039 -16.8449699, 29.3138447 -16.8476104, 29.3165158 -16.8497867, 29.3195145 -16.85223, 29.3223302 -16.8545201, 29.3258247 -16.8573622, 29.3284397 -16.859489, 29.3317808 -16.8622063, 29.3342324 -16.8642002, 29.3373149 -16.866707, 29.3401986 -16.8690523, 29.3430972 -16.8714095, 29.3458665 -16.8736617, 29.3484891 -16.8757945, 29.3515479 -16.878282, 29.3549861 -16.881078, 29.3581993 -16.883691, 29.3615241 -16.8863947, 29.3649697 -16.8891965, 29.3679471 -16.8916177, 29.3710612 -16.8941499, 29.3741551 -16.8966657, 29.3773364 -16.8992525, 29.3804781 -16.9018071, 29.3840207 -16.9046877, 29.3873565 -16.9073999, 29.3902914 -16.9097863, 29.3927983 -16.9118246, 29.3964464 -16.9147908, 29.3994763 -16.9172542, 29.4019108 -16.9192336, 29.4048544 -16.9216269, 29.4086537 -16.9247158, 29.4118124 -16.9272838, 29.4146043 -16.9295537, 29.4176714 -16.9320472, 29.4208905 -16.9346643, 29.4240113 -16.9372014, 29.4271839 -16.9397806, 29.4303491 -16.9423538, 29.4335558 -16.9449606, 29.4367553 -16.9475616, 29.4392684 -16.9496045, 29.4434281 -16.9529786, 29.4464303 -16.9554136, 29.4492439 -16.9576957, 29.4523033 -16.9601772, 29.4572386 -16.9641801, 29.4600439 -16.9664553, 29.4630599 -16.9689014, 29.4667121 -16.9718635, 29.469486 -16.9741132, 29.4724493 -16.9765165, 29.4756706 -16.979129, 29.4789204 -16.9817646, 29.4821281 -16.984366, 29.4853402 -16.9869709, 29.4885657 -16.9895867, 29.4917029 -16.9921308, 29.4948625 -16.994693, 29.4979182 -16.9971709, 29.5009858 -16.9996585, 29.5047093 -17.0026779, 29.5077674 -17.0051577, 29.5109913 -17.0077719, 29.5146797 -17.0107627, 29.5175143 -17.0130612, 29.52098 -17.0158713, 29.5240221 -17.0183379, 29.5271545 -17.0208778, 29.530814 -17.0238449, 29.53331 -17.0258688, 29.5362162 -17.0282251, 29.5395187 -17.0309027, 29.5425129 -17.0333303, 29.5456623 -17.0358836, 29.5489747 -17.0385692, 29.5517277 -17.0408012, 29.5548613 -17.0433417, 29.5579962 -17.0458832, 29.5612674 -17.0485352, 29.5645918 -17.05122, 29.5675087 -17.0535757, 29.5708561 -17.056279, 29.5740138 -17.0588291, 29.5776663 -17.0617787, 29.5807915 -17.0643025, 29.5839319 -17.0668384, 29.5871986 -17.0694764, 29.5903936 -17.0720564, 29.5937434 -17.0747614, 29.5974406 -17.0777469, 29.6006669 -17.080352, 29.6036598 -17.0827687, 29.6069267 -17.0854066, 29.6100695 -17.0879443, 29.6133916 -17.0906266, 29.6162555 -17.092939, 29.6196906 -17.0957126, 29.6225533 -17.098024, 29.6259358 -17.1007549, 29.6292109 -17.1033992, 29.6321901 -17.1058045, 29.6352667 -17.1082884, 29.6389278 -17.1112443, 29.6422032 -17.1138886, 29.6451299 -17.1162514, 29.6517213 -17.1215727, 29.6554183 -17.1245572, 29.6582071 -17.1268086, 29.6616933 -17.1296229, 29.6645363 -17.1319179, 29.6680109 -17.1347227, 29.6713243 -17.1373974, 29.6744457 -17.1399171, 29.6778496 -17.1426647, 29.6816347 -17.1457201, 29.6841927 -17.1477849, 29.6873552 -17.1503376, 29.6913874 -17.1535922, 29.6955337 -17.1569389, 29.6985003 -17.1593334, 29.701093 -17.161426, 29.7031363 -17.1630752, 29.7078312 -17.1668645, 29.7103019 -17.1688586, 29.7131687 -17.1711723, 29.7160638 -17.1735089, 29.7189619 -17.1758479, 29.7223141 -17.1785532, 29.7251861 -17.1808711, 29.7288809 -17.183853, 29.7324013 -17.1866939, 29.7350623 -17.1888414, 29.7387307 -17.1918018, 29.7407744 -17.1934511, 29.7439158 -17.1959861, 29.7479119 -17.1992108, 29.751851 -17.2023894, 29.7549216 -17.2048672, 29.7588318 -17.2080225, 29.7621216 -17.2106771, 29.7656516 -17.2135255, 29.7685506 -17.2158647, 29.7724314 -17.218996, 29.7751972 -17.2212276, 29.7787614 -17.2241034, 29.7813593 -17.2261995, 29.7847567 -17.2289406, 29.7884308 -17.231905, 29.7914335 -17.2343277, 29.7946028 -17.2368846, 29.7978493 -17.2395039, 29.8011533 -17.2421695, 29.8036825 -17.2442099, 29.8077236 -17.2474701, 29.8107396 -17.2499032, 29.8139593 -17.2525007, 29.8179723 -17.255738, 29.8210027 -17.2581827, 29.8241436 -17.2607164, 29.8274808 -17.2634085, 29.8313643 -17.2665412, 29.8351162 -17.2695677, 29.8384899 -17.2722891, 29.8408047 -17.2741563, 29.8436287 -17.2764342, 29.8471754 -17.2792951, 29.8507449 -17.2821742, 29.8526217 -17.283688, 29.8581148 -17.2881187, 29.8618806 -17.291156, 29.8663804 -17.2947853, 29.8695102 -17.2973096, 29.8716878 -17.2990659, 29.8749827 -17.3017233, 29.8772801 -17.3035762, 29.8784378 -17.3045099, 29.8809646 -17.3065477, 29.8832913 -17.3084242, 29.8874612 -17.311787, 29.890442 -17.314191, 29.8933735 -17.3165551, 29.8963529 -17.3189578, 29.9003589 -17.3221883, 29.9035397 -17.3247534, 29.9055416 -17.3263677, 29.9081304 -17.3284554, 29.9115728 -17.3312313, 29.9147895 -17.3338251, 29.9180899 -17.3364864, 29.9213266 -17.3390963, 29.9246238 -17.3417551, 29.9279391 -17.3444283, 29.931189 -17.3470487, 29.9344611 -17.349687, 29.9376209 -17.3522348, 29.9409088 -17.3548857, 29.9429702 -17.3565478, 29.9481695 -17.3607398, 29.9500311 -17.3622407, 29.9525425 -17.3642654, 29.9594104 -17.3698025, 29.9619831 -17.3718767, 29.9663659 -17.3754101, 29.969204 -17.3776981, 29.9735727 -17.38122, 29.9756894 -17.3829264, 29.9791369 -17.3857056, 29.9823379 -17.3882861, 29.9856472 -17.3909537, 29.9888636 -17.3935465, 29.9920879 -17.3961457, 29.9954266 -17.3988369, 29.99866 -17.4014433, 30.0017798 -17.4039626, 30.004831399401315 -17.406453429798347, 30.009026870701284 -17.4114519267586)"
way/179121057-330,way/211766541-330,330.0,1106.0010431731064,171528.12,Al/St 240/40 3-bundle 300.0,"LINESTRING (28.76336002203713 -16.526290337609584, 28.768260606438876 -16.528043045579494, 28.7699571 -16.5282324, 28.7733394 -16.5286099, 28.7770548 -16.5290438, 28.7813768 -16.529476, 28.7848175 -16.5298979, 28.7886482 -16.5303224, 28.7911888 -16.5306038, 28.793934 -16.5309116, 28.7971377 -16.5301559, 28.8002171 -16.5294295, 28.8017345 -16.5290716, 28.8053213 -16.5282256, 28.8087944 -16.5274063, 28.8119769 -16.5270423, 28.816582 -16.5265156, 28.8206525 -16.52605, 28.8251672 -16.5255337, 28.8459368 -16.5231581, 28.9090178 -16.5328707, 28.9126896 -16.533436, 28.9167084 -16.5340548, 28.921035 -16.5347209, 28.9247046 -16.5352859, 28.9287492 -16.5359086, 28.9321239 -16.5364282, 28.9359127 -16.5370115, 28.9404816 -16.537715, 28.9445996 -16.538349, 28.9488552 -16.5390042, 28.9534414 -16.5397103, 28.9571964 -16.5415876, 28.9605211 -16.5432497, 28.9641273 -16.5450526, 28.9675788 -16.5467781, 28.9712449 -16.5486109, 28.9749484 -16.5504624, 28.978605 -16.5522904, 28.9822355 -16.5541054, 28.9859745 -16.5559745, 28.9895326 -16.5577532, 28.9932547 -16.5596139, 28.9969618 -16.5614671, 29.0002675 -16.5631196, 29.0034315 -16.5647012, 29.0070938 -16.5665319, 29.0105621 -16.5682656, 29.0141574 -16.5700628, 29.0178981 -16.5719327, 29.0213253 -16.5736458, 29.0254375 -16.5757013, 29.027543 -16.5767538, 29.0338636 -16.5799131, 29.0359261 -16.580944, 29.0436078 -16.5847765, 29.0535788 -16.5897674, 29.0571598 -16.5936358, 29.0599203 -16.5966087, 29.0625457 -16.599436, 29.0651472 -16.6022376, 29.0672234 -16.6044734, 29.0688159 -16.6061884, 29.0729299 -16.6106186, 29.0749896 -16.6128366, 29.0773068 -16.6153318, 29.0786118 -16.6167371, 29.0816123 -16.6199681, 29.0847174 -16.6233115, 29.0871559 -16.6259373, 29.0890769 -16.6280057, 29.0913717 -16.6304766, 29.0942345 -16.6335591, 29.095947 -16.635403, 29.0990332 -16.6387259, 29.1006204 -16.6404348, 29.1030394 -16.6430393, 29.104178 -16.6469787, 29.1052387 -16.6506485, 29.1059797 -16.6532123, 29.1068165 -16.6561073, 29.1076406 -16.6589582, 29.1089222 -16.6633922, 29.1106249 -16.6696155, 29.1115365 -16.6727115, 29.1130618 -16.677892, 29.1138767 -16.6806598, 29.1148496 -16.6839638, 29.1159135 -16.6875771, 29.1178089 -16.6891222, 29.1211648 -16.6918576, 29.1248491 -16.6948608, 29.1276285 -16.6971263, 29.1313292 -16.7001427, 29.1329344 -16.7014511, 29.1348311 -16.7029971, 29.1385367 -16.7060174, 29.1413386 -16.7083011, 29.1447953 -16.7111185, 29.1475895 -16.7133959, 29.1505514 -16.7158099, 29.1548277 -16.7192943, 29.1576701 -16.7216104, 29.1606443 -16.7240338, 29.163634 -16.7264697, 29.1671292 -16.7293175, 29.1706236 -16.7321647, 29.1740801 -16.7349809, 29.1771106 -16.73745, 29.1807399 -16.7404069, 29.1841943 -16.7432212, 29.1869264 -16.7454471, 29.1900393 -16.7479832, 29.1937973 -16.7510448, 29.197112 -16.7537451, 29.2004594 -16.7564722, 29.2042275 -16.7595418, 29.2071898 -16.7619551, 29.2104113 -16.7645794, 29.2142786 -16.7677298, 29.2171779 -16.7700916, 29.2211215 -16.773304, 29.2235024 -16.7752434, 29.2260623 -16.7773286, 29.2309003 -16.7812695, 29.2328769 -16.7828795, 29.2348361 -16.7844754, 29.2374459 -16.7866011, 29.2415215 -16.7899208, 29.2445328 -16.7923735, 29.2474728 -16.7947682, 29.2500251 -16.796847, 29.2543686 -16.8003847, 29.2568645 -16.8024175, 29.2599362 -16.8049193, 29.2632773 -16.8076404, 29.2664869 -16.8102553, 29.2690788 -16.8123668, 29.2721147 -16.81484, 29.2747135 -16.8169572, 29.2776787 -16.8193728, 29.2806571 -16.8217992, 29.2837461 -16.8243156, 29.2861526 -16.8263196, 29.29036 -16.8297412, 29.2932217 -16.8320684, 29.295717 -16.8340976, 29.299477 -16.8371553, 29.3028859 -16.8399274, 29.3059909 -16.8424524, 29.3084213 -16.8444287, 29.3115248 -16.8469524, 29.3149584 -16.8497444, 29.3180577 -16.8522646, 29.3215894 -16.8551379, 29.325277 -16.8581379, 29.3277468 -16.8601471, 29.3315062 -16.8632055, 29.3349421 -16.8660007, 29.3385284 -16.8689182, 29.3414189 -16.8712696, 29.3437381 -16.8731562, 29.3469425 -16.8757629, 29.3503585 -16.8785417, 29.3537572 -16.8813064, 29.3607611 -16.8870035, 29.3640798 -16.889703, 29.3672833 -16.8923088, 29.3703665 -16.8948166, 29.3734863 -16.8973542, 29.376674 -16.8999469, 29.3794775 -16.9022272, 29.3828468 -16.9049676, 29.3858342 -16.9073974, 29.3881718 -16.9092986, 29.3916074 -16.9120928, 29.3953054 -16.9151004, 29.398685 -16.9178491, 29.401204 -16.9198977, 29.4041805 -16.9223183, 29.4077344 -16.9252086, 29.4108139 -16.9277131, 29.413534 -16.9299251, 29.4165969 -16.9324159, 29.4198145 -16.9350325, 29.4229178 -16.9375562, 29.4260455 -16.9400996, 29.4291872 -16.9426544, 29.4325598 -16.9453969, 29.4359502 -16.9481538, 29.438743 -16.9504248, 29.4431495 -16.9539986, 29.4457759 -16.9561287, 29.4488741 -16.9586415, 29.4524398 -16.9615333, 29.4559879 -16.9644108, 29.4586511 -16.9665706, 29.4615048 -16.9688849, 29.4655852 -16.9721939, 29.4686694 -16.9746951, 29.4714079 -16.9769158, 29.4745578 -16.9794702, 29.4777344 -16.9820461, 29.4808744 -16.9845924, 29.4840686 -16.9871825, 29.4871077 -16.989647, 29.4902354 -16.9921831, 29.4934089 -16.9947564, 29.4965246 -16.9972828, 29.4997277 -16.99988, 29.5029494 -17.0024922, 29.5059919 -17.0049592, 29.5091839 -17.0075473, 29.5122994 -17.0100733, 29.5151315 -17.0123695, 29.5180236 -17.0147144, 29.5214328 -17.0174784, 29.5246734 -17.0201058, 29.5281267 -17.0229055, 29.5309332 -17.0251809, 29.5348545 -17.02836, 29.5372425 -17.0302959, 29.5400882 -17.0326029, 29.5426422 -17.0346735, 29.5465173 -17.0378149, 29.5495811 -17.0402986, 29.5531098 -17.0431591, 29.5562349 -17.0456925, 29.5595388 -17.0483707, 29.5628457 -17.0510415, 29.5661496 -17.0537099, 29.5690948 -17.0560884, 29.5722987 -17.0586759, 29.5753076 -17.0611059, 29.5784371 -17.0636333, 29.5814571 -17.0660722, 29.5848735 -17.0688311, 29.5879315 -17.0713006, 29.5908425 -17.0736514, 29.5941496 -17.076322, 29.5973339 -17.0788934, 29.6007101 -17.0816197, 29.6036348 -17.0839814, 29.6067491 -17.0864962, 29.6100562 -17.0891666, 29.6135373 -17.0919774, 29.6167183 -17.0945459, 29.6202841 -17.0974251, 29.6236925 -17.1001771, 29.626905 -17.102771, 29.6300448 -17.1053061, 29.6335076 -17.108102, 29.6372257 -17.1111039, 29.6395067 -17.1129455, 29.6430414 -17.1157993, 29.6458223 -17.1180444, 29.6493031 -17.1208546, 29.6525777 -17.1234983, 29.6560289 -17.1262845, 29.6587843 -17.1285089, 29.6621053 -17.13119, 29.6657529 -17.1341346, 29.6690275 -17.1367781, 29.672639 -17.1396936, 29.6758828 -17.1423121, 29.6779677 -17.1439951, 29.6814382 -17.1467966, 29.6843995 -17.149187, 29.6872282 -17.1514703, 29.6908885 -17.1544249, 29.6945221 -17.1573579, 29.6982352 -17.160355, 29.7013849 -17.1628973, 29.7035694 -17.1646605, 29.7075657 -17.1678861, 29.7101805 -17.1699965, 29.7121823 -17.1716123, 29.7168695 -17.1753953, 29.7194513 -17.1774791, 29.7235351 -17.1807751, 29.7266697 -17.1833049, 29.7292602 -17.1853955, 29.7331104 -17.1885028, 29.7356854 -17.190581, 29.7398044 -17.1939051, 29.7428697 -17.1963788, 29.7470231 -17.1997307, 29.7501819 -17.2022798, 29.7535278 -17.2049798, 29.756145 -17.2070918, 29.759247 -17.209595, 29.7621621 -17.2119473, 29.7657999 -17.2148827, 29.7683121 -17.2169099, 29.7716303 -17.2195874, 29.7742948 -17.2217373, 29.7780203 -17.2247434, 29.7806241 -17.2268444, 29.7838826 -17.2294736, 29.7873853 -17.2322998, 29.790234 -17.2345982, 29.7937916 -17.2374686, 29.7974154 -17.2403923, 29.8010627 -17.243335, 29.8034467 -17.2452585, 29.8074897 -17.2485202, 29.8104647 -17.2509204, 29.8133873 -17.2532782, 29.8168303 -17.2560559, 29.8198857 -17.2585208, 29.8236506 -17.261558, 29.8268399 -17.2641309, 29.830655 -17.2672085, 29.8340771 -17.2699691, 29.8368711 -17.272223, 29.8395266 -17.2743651, 29.843159 -17.2772952, 29.8467722 -17.2802098, 29.8529919 -17.2852268, 29.8577357 -17.2890532, 29.8600624 -17.2909299, 29.8620277 -17.2925151, 29.8657174 -17.2954911, 29.8680838 -17.2973998, 29.8713709 -17.3000511, 29.8745591 -17.3026225, 29.8773987 -17.3049127, 29.8802178 -17.3071864, 29.8821992 -17.3087844, 29.8856254 -17.3115477, 29.8894356 -17.3146206, 29.8917277 -17.3164691, 29.8949236 -17.3190466, 29.8985654 -17.3219836, 29.9014634 -17.3243207, 29.9047872 -17.327001, 29.9074082 -17.3291147, 29.9100716 -17.3312625, 29.91326 -17.3338337, 29.9164465 -17.3364033, 29.9196814 -17.3390119, 29.9228117 -17.3415361, 29.9260779 -17.3441698, 29.928993 -17.3465204, 29.9321263 -17.3490469, 29.9354238 -17.3517058, 29.9384765 -17.3541673, 29.9417458 -17.3568034, 29.9444438 -17.3589788, 29.9477516 -17.3616458, 29.9517313 -17.3648545, 29.9546413 -17.3672008, 29.9589878 -17.3707051, 29.9612709 -17.3725459, 29.9655319 -17.3759812, 29.967424 -17.3775066, 29.9707222 -17.3801657, 29.9734685 -17.3823797, 29.9776855 -17.3857793, 29.9807387 -17.3882408, 29.9840081 -17.3908764, 29.9871903 -17.3934418, 29.9904293 -17.3960528, 29.9937941 -17.3987653, 29.9970841 -17.4014174, 30.0004585 -17.4041478, 30.0037747 -17.4068275, 30.004068482415676 -17.40706438141971, 30.009026870701284 -17.4114519267586)"
